order_id,customer_id,book_id,order_date,quantity,status,_ingestion_timestamp,_source_file
8173,2322,8888,2022-07-20,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3046,277,5,2023-08-10,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
25778,296,4,2024-02-05,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3322,1658,1,2022-11-27,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
450,896,1,2024-10-17,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4167,2070,1,2024-11-28,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15832,1006,1,2024-09-16,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20564,2182,3,2023-08-10,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
2331,1219,1,2021-06-24,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
18360,929,6,2024-06-06,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
21257,2416,16,2024-10-29,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
16847,770,1,2021-07-04,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
1065,1337,1,2024-04-23,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
20052,1200,5,2023-11-14,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5072,479,1,2023-02-23,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20174,515,1,2022-05-27,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19343,702,1,2024-12-10,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
17827,4,14,2021-06-05,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3121,207,2,2024-11-07,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8427,1918,4,2024-07-28,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
986,2569,2,2024-10-23,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
25149,190,13,2021-03-03,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
11307,2222,2,2020-12-30,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
17737,111,38,2024-05-16,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23120,2401,1,2023-12-23,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19857,1841,1,2022-07-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
2741,2357,6,2023-08-13,6,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
11563,2120,31,2024-05-04,10,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8202,2310,3,2021-04-03,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
22961,2207,1,2024-04-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20147,1158,1,2023-03-13,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20465,2685,1,2022-11-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15351,2578,26,2023-08-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
11766,816,2,2022-08-06,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14061,1696,2,2023-10-27,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13039,991,1,2021-03-04,4,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
79,1301,1,2024-04-13,1,PENDING,2026-08-12T13:29:33.579667,orders.csv
13134,2637,1,2024-02-07,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20920,535,10,2024-12-20,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
16550,483,3,2023-11-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
22754,1654,1,2021-10-21,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7860,2189,1,2022-11-29,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
6543,123,1,2023-12-21,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
16258,1932,2,2023-10-24,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
10971,2573,5,2020-08-06,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
21902,1772,1,2024-10-10,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
9442,2795,3,2020-06-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
24794,2036,22,2023-11-22,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
17192,1616,30,2023-10-28,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
21592,542,1,2024-08-10,4,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
12627,2464,177,2022-03-08,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
818,1391,2,2024-01-17,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
16829,936,1,2024-09-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12831,1823,3,2024-10-22,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23493,997,2,2022-07-02,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
614,2072,3,2021-12-08,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13581,1306,13,2022-03-07,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
27362,979,44,2020-01-01,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8568,1734,4,2023-10-17,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19076,2466,8,2024-06-02,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7349,1692,7,2023-10-19,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
166,2133,8,2024-03-15,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3862,1319,3,2021-07-16,4,PENDING,2026-08-12T13:29:33.579667,orders.csv
6002,1499,1,2021-07-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
25375,172,1,2023-08-01,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19564,2321,11,2023-09-14,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
10345,96,3,2022-08-28,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4907,1505,3,2024-04-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13433,969,1,2024-12-20,6,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
13126,1309,2,2023-10-07,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
9371,1466,5,2023-01-26,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8003,1436,2,2021-10-13,1,PENDING,2026-08-12T13:29:33.579667,orders.csv
13542,1618,7,2024-11-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12575,1316,4,2022-10-27,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
24677,143,11,2024-11-01,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15887,2730,1,2024-05-10,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12355,793,1,2024-02-04,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
24485,152,3,2024-10-09,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19571,802,3,2022-01-02,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5089,746,1,2023-03-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
24038,413,2,2024-11-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14882,354,1,2024-09-27,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
9854,52,12,2022-12-26,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3096,1368,2,2024-11-19,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8287,326,1,2023-10-28,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
11237,932,6,2024-09-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23651,2394,10,2024-06-14,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
2075,285,39,2022-08-23,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23567,1258,1,2024-10-23,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
27708,2765,1,2023-07-05,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
22230,1473,3,2023-04-13,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3353,764,2,2023-12-03,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
10580,876,2,2022-08-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
17946,1693,5,2024-06-08,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
1022,1992,1,2023-12-18,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
24365,52,1,2022-05-15,5,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
27840,2249,77,2022-11-15,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
6548,1784,1,2024-08-07,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
21465,599,1,2023-10-03,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
16965,2755,1,2022-01-25,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
977,390,10,2022-10-20,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15055,1336,1,2020-07-17,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
546,273,3,2023-10-24,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
11370,1700,2,2022-09-07,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15684,327,9,2022-11-25,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14892,256,2,2022-09-01,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14478,1440,1,2023-01-25,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12824,149,1,2024-07-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
11713,1773,1,2022-06-15,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19980,2673,1,2024-11-10,5,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
22814,856,6,2023-01-02,6,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4184,1496,3,2024-06-13,3,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
7509,1995,1,2024-09-17,-1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
21742,1882,3,2024-06-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
25143,695,9,2024-11-22,2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
27773,2582,6,2022-01-09,-1,PENDING,2026-08-12T13:29:33.579667,orders.csv
9096,427,1,2023-01-20,2,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
21316,1887,5,2024-08-14,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23362,961,1,2021-12-29,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7999,2588,1,2024-09-07,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23832,2679,4,2023-12-16,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
2495,234,10,2023-12-03,5,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
11755,1718,13,2024-04-17,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
21406,1584,2,2024-06-10,6,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3953,1262,30,2024-06-17,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15614,1357,53,2023-09-26,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20686,2304,3,2020-11-21,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
7237,1903,5,2024-11-04,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14459,1281,1,2024-11-22,2,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
21582,2185,2,2021-03-09,4,PENDING,2026-08-12T13:29:33.579667,orders.csv
7120,1919,1,2021-02-22,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23409,482,1,2024-08-24,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
25578,386,3,2024-09-16,2,PENDING,2026-08-12T13:29:33.579667,orders.csv
16211,855,1,2022-02-05,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
26971,847,1,2024-12-24,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5719,2666,1,2024-01-04,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
16610,1530,19,2024-05-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4070,1580,3,2023-09-10,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
1813,142,24,2022-08-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19335,1057,1,2023-11-05,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
1225,2579,1,2021-08-19,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7417,1659,22,2024-11-03,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
25587,1782,61,2023-10-18,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
26857,2686,3,2024-11-18,-2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
19468,2542,1,2023-08-20,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7541,1547,2,2024-07-29,5,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
1625,2017,22,2020-04-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13373,405,39,2024-10-27,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3078,2746,19,2022-10-09,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23822,769,1,2024-12-01,1,PENDING,2026-08-12T13:29:33.579667,orders.csv
22394,1617,1,2024-11-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
17118,455,4,2024-08-03,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
2676,536,1,2024-09-02,5,PENDING,2026-08-12T13:29:33.579667,orders.csv
3470,479,11,2023-08-05,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14862,1770,1,2022-05-10,2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
25859,1912,1,2024-09-04,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5182,1157,12,2024-12-21,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
2615,899,1,2024-07-01,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
13383,250,2,2020-03-23,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4611,2228,5,2024-07-07,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19235,2101,10,2024-08-28,5,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
22104,2390,15,2024-05-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20299,26,1,2021-10-04,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23812,1817,1,2023-09-25,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5329,2668,7,2022-09-28,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
26465,751,1,2024-09-09,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
22066,286,1,2022-08-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5435,871,128,2023-10-16,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5583,2583,2,2023-09-05,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
1278,2487,10,2023-11-21,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
6918,177,1,2020-02-05,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7934,710,10,2020-12-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
5697,277,2,2023-10-06,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
1651,1820,1,2024-09-20,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12233,561,1,2024-10-14,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
12089,1264,4,2022-02-18,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8520,2619,15,2022-10-19,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
21336,2507,21,2024-08-12,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
9660,486,1,2021-12-30,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13316,513,6,2022-11-12,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
7245,1928,13,2022-08-20,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20649,1780,1,2024-03-07,2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
24075,1944,1,2020-12-14,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14054,280,54,2023-06-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
21969,2733,1,2024-11-19,3,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
26518,2324,29,2020-01-28,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
944,366,1,2023-08-04,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
2315,561,3,2022-12-22,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7920,630,2,2024-11-07,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
1803,717,50,2022-11-05,6,PENDING,2026-08-12T13:29:33.579667,orders.csv
4171,2467,1,2022-06-26,5,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
22516,2635,12,2024-11-21,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13642,2660,1,2023-06-12,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
18134,987,13,2022-11-04,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
18640,1436,2,2024-09-18,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
3738,471,1,2024-07-27,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20278,2174,1,2024-05-08,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12021,683,4,2022-01-19,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19708,1473,2,2024-09-02,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12868,1882,1,2023-12-02,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
19526,1123,1,2024-10-16,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
16798,1462,3,2024-10-19,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15006,1816,1,2023-06-02,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
26319,2401,1,2023-12-01,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
28185,801,1,2023-05-24,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
27514,2133,1,2024-02-02,2,PROCESSING,2026-08-12T13:29:33.579667,orders.csv
20604,143,9,2024-08-13,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
18000,227,1,2023-10-05,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23069,2766,28,2021-07-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
423,1754,2,2024-12-04,2,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
1240,1815,2,2022-09-20,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20560,990,3,2020-11-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14904,373,1,2024-11-26,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12609,660,1,2023-02-15,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12347,2338,1,2024-04-16,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23127,2410,10,2023-11-30,8,PENDING,2026-08-12T13:29:33.579667,orders.csv
6193,1272,5,2024-12-27,2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
17126,1024,4,2022-12-14,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20289,958,4,2022-04-18,2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
4126,2454,31,2023-11-29,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
27039,2481,7,2024-10-01,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15427,1490,3,2024-11-08,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
16751,2280,10,2021-12-30,2,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
21088,1232,2,2022-01-28,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15720,1328,3,2024-11-08,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23169,666,22,2023-05-06,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
26874,1203,1,2023-09-05,1,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
25137,786,1,2022-02-27,5,SHIPPED,2026-08-12T13:29:33.579667,orders.csv
6461,1700,1,2023-08-06,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
13003,66,14,2020-03-09,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8454,1462,2,2024-03-20,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23827,794,3,2022-07-07,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19164,955,1,2022-11-28,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7006,2467,1,2022-03-23,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
15201,414,1,2021-11-29,3,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8417,1952,1,2024-06-28,4,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12636,2636,34,2024-10-20,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
12476,605,2,2022-02-06,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
24335,1765,2,2023-07-23,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
7665,219,1,2022-12-18,8,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
19691,1943,5,2024-10-10,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8835,435,1,2024-08-11,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4092,428,2,2022-11-04,2,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
16341,2590,4,2020-09-18,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
11497,1499,180,2024-07-03,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
14738,2680,1,2022-09-26,1,PENDING,2026-08-12T13:29:33.579667,orders.csv
13042,2043,2,2024-05-31,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
8232,600,2,2024-03-24,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
4977,1184,6,2023-08-18,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
24019,127,11,2020-07-12,1,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
20672,518,1,2024-06-06,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
23298,2108,5,2024-06-29,1,CANCELLED,2026-08-12T13:29:33.579667,orders.csv
2034,690,3,2021-06-19,2,DELIVERED,2026-08-12T13:29:33.579667,orders.csv
