review_id,customer_id,book_id,rating,review_text,created_at,_ingestion_timestamp,_source_file
4310,462,14,4,Mostly great. The middle section drags a bit.,2024-12-28 08:26:31,2026-08-12T13:29:33.761206,reviews.csv
4735,994,1,4,,2021-02-25 15:14:01,2026-08-12T13:29:33.761206,reviews.csv
3814,1703,1,4,Mostly great. The middle section drags a bit.,2024-12-31 17:09:08,2026-08-12T13:29:33.761206,reviews.csv
5470,2049,4,3,"Mixed feelings. Good premise, mediocre execution.",2021-09-17 07:54:48,2026-08-12T13:29:33.761206,reviews.csv
1867,1413,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-10-22 12:02:01,2026-08-12T13:29:33.761206,reviews.csv
3421,1214,5,2,Would not recommend. Too slow and the payoff was not worth it.,2024-01-14 15:04:46,2026-08-12T13:29:33.761206,reviews.csv
4842,1587,41,3,Average. Had its moments but failed to really engage me.,2024-01-14 17:43:09,2026-08-12T13:29:33.761206,reviews.csv
5115,2613,20,5,,2023-11-14 14:29:38,2026-08-12T13:29:33.761206,reviews.csv
4113,2679,2,4,,2023-12-02 19:07:14,2026-08-12T13:29:33.761206,reviews.csv
3188,111,6,3,,2024-04-21 16:48:32,2026-08-12T13:29:33.761206,reviews.csv
127,1081,1,5,Brilliant narrative. The characters feel genuinely real.,2024-12-08 19:44:30,2026-08-12T13:29:33.761206,reviews.csv
753,2571,3,3,"Mixed feelings. Good premise, mediocre execution.",2023-07-21 11:04:03,2026-08-12T13:29:33.761206,reviews.csv
5197,1231,3,3,"Some interesting parts, but overall felt underwhelming.",2021-11-09 14:23:41,2026-08-12T13:29:33.761206,reviews.csv
3393,2749,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-11-08 17:10:30,2026-08-12T13:29:33.761206,reviews.csv
982,2458,6,3,It was okay. The hype around this book is a bit overstated.,2023-07-08 16:07:12,2026-08-12T13:29:33.761206,reviews.csv
483,1240,2,4,Well-written and engaging. A few plot holes but forgivable.,2023-07-05 14:54:21,2026-08-12T13:29:33.761206,reviews.csv
4118,806,1,3,Had potential but did not quite deliver on its promise.,2021-05-27 09:28:37,2026-08-12T13:29:33.761206,reviews.csv
5091,642,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-08-26 15:40:27,2026-08-12T13:29:33.761206,reviews.csv
2882,1964,1,5,,2024-03-02 19:38:15,2026-08-12T13:29:33.761206,reviews.csv
601,1580,1,4,Liked it. The first half is stronger than the second.,2023-08-13 08:28:31,2026-08-12T13:29:33.761206,reviews.csv
3384,2069,6,3,Had potential but did not quite deliver on its promise.,2024-06-02 06:49:34,2026-08-12T13:29:33.761206,reviews.csv
1326,723,1,4,"Good book, though the ending felt a little rushed.",2022-10-11 15:50:56,2026-08-12T13:29:33.761206,reviews.csv
1286,909,9,4,"Good book, though the ending felt a little rushed.",2024-10-20 13:03:12,2026-08-12T13:29:33.761206,reviews.csv
2745,2267,15,3,Neither great nor terrible. Passes the time.,2024-01-21 17:42:42,2026-08-12T13:29:33.761206,reviews.csv
4276,50,1,3,Average. Had its moments but failed to really engage me.,2024-06-14 08:23:57,2026-08-12T13:29:33.761206,reviews.csv
4788,285,75,4,Mostly great. The middle section drags a bit.,2024-12-17 12:34:23,2026-08-12T13:29:33.761206,reviews.csv
59,16,2,4,Above average. Would recommend to fans of the genre.,2022-09-22 22:49:27,2026-08-12T13:29:33.761206,reviews.csv
797,1569,1,4,Liked it. The first half is stronger than the second.,2024-06-07 18:46:54,2026-08-12T13:29:33.761206,reviews.csv
1188,2141,1,4,Above average. Would recommend to fans of the genre.,2024-10-25 13:06:46,2026-08-12T13:29:33.761206,reviews.csv
794,2691,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-06-06 07:53:32,2026-08-12T13:29:33.761206,reviews.csv
1583,1168,16,5,Beautifully written. The author's style is simply stunning.,2024-08-21 19:03:31,2026-08-12T13:29:33.761206,reviews.csv
2122,2415,17,5,Perfect blend of story and insight. Will read again.,2023-09-21 20:08:44,2026-08-12T13:29:33.761206,reviews.csv
460,1640,4,3,"Mixed feelings. Good premise, mediocre execution.",2021-06-13 07:53:32,2026-08-12T13:29:33.761206,reviews.csv
1417,9,32,2,Would not recommend. Too slow and the payoff was not worth it.,2021-04-28 13:14:48,2026-08-12T13:29:33.761206,reviews.csv
2620,1156,13,3,Average. Had its moments but failed to really engage me.,2022-07-30 11:28:09,2026-08-12T13:29:33.761206,reviews.csv
3095,723,52,2,Disappointed. Expected much more based on the reviews.,2023-05-27 19:27:10,2026-08-12T13:29:33.761206,reviews.csv
4738,657,1,3,Had potential but did not quite deliver on its promise.,2024-12-13 09:08:18,2026-08-12T13:29:33.761206,reviews.csv
663,963,1,5,I finished this in two sittings. Absolutely riveting.,2023-03-29 19:55:07,2026-08-12T13:29:33.761206,reviews.csv
4952,1490,20,5,,2021-12-20 20:25:57,2026-08-12T13:29:33.761206,reviews.csv
5090,2236,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-10-08 03:52:35,2026-08-12T13:29:33.761206,reviews.csv
5124,2348,2,3,,2024-05-19 13:58:41,2026-08-12T13:29:33.761206,reviews.csv
1865,1493,1,5,Brilliant narrative. The characters feel genuinely real.,2022-11-26 10:01:21,2026-08-12T13:29:33.761206,reviews.csv
2011,1128,10,3,Decent read. Not my favourite but not bad either.,2023-05-21 14:05:54,2026-08-12T13:29:33.761206,reviews.csv
5607,1357,1,5,Absolutely loved this book — couldn't put it down!,2023-12-28 18:29:38,2026-08-12T13:29:33.761206,reviews.csv
2202,2696,36,5,Beautifully written. The author's style is simply stunning.,2024-05-02 15:42:16,2026-08-12T13:29:33.761206,reviews.csv
2836,2350,1,3,Had potential but did not quite deliver on its promise.,2024-06-08 09:27:28,2026-08-12T13:29:33.761206,reviews.csv
2082,1432,22,4,,2023-11-02 12:49:42,2026-08-12T13:29:33.761206,reviews.csv
1697,77,2,5,Beautifully written. The author's style is simply stunning.,2022-12-28 11:39:09,2026-08-12T13:29:33.761206,reviews.csv
652,1039,12,3,Decent read. Not my favourite but not bad either.,2023-03-04 23:30:46,2026-08-12T13:29:33.761206,reviews.csv
507,1237,1,3,Decent read. Not my favourite but not bad either.,2022-06-02 12:21:43,2026-08-12T13:29:33.761206,reviews.csv
2160,1603,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-06-28 05:38:10,2026-08-12T13:29:33.761206,reviews.csv
1896,2424,5,3,"Mixed feelings. Good premise, mediocre execution.",2024-12-12 22:18:34,2026-08-12T13:29:33.761206,reviews.csv
4860,1756,8,2,Disappointed. Expected much more based on the reviews.,2023-05-17 10:35:54,2026-08-12T13:29:33.761206,reviews.csv
3164,1424,1,3,Decent read. Not my favourite but not bad either.,2023-03-31 03:21:38,2026-08-12T13:29:33.761206,reviews.csv
5410,355,6,3,It was okay. The hype around this book is a bit overstated.,2022-04-21 11:04:52,2026-08-12T13:29:33.761206,reviews.csv
2001,1175,1,3,Decent read. Not my favourite but not bad either.,2024-12-31 08:37:15,2026-08-12T13:29:33.761206,reviews.csv
1690,512,1,4,Mostly great. The middle section drags a bit.,2023-11-02 17:07:06,2026-08-12T13:29:33.761206,reviews.csv
3849,1432,1,3,"Some interesting parts, but overall felt underwhelming.",2024-12-31 15:19:53,2026-08-12T13:29:33.761206,reviews.csv
776,1566,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-11-04 19:12:37,2026-08-12T13:29:33.761206,reviews.csv
3063,1247,2,4,A very good read overall. Some chapters were slow but worth it.,2022-01-17 18:41:41,2026-08-12T13:29:33.761206,reviews.csv
3345,2588,1,3,Decent read. Not my favourite but not bad either.,2024-10-21 09:40:24,2026-08-12T13:29:33.761206,reviews.csv
5551,1250,16,3,"Some interesting parts, but overall felt underwhelming.",2024-02-06 07:08:44,2026-08-12T13:29:33.761206,reviews.csv
4540,1365,6,2,The plot felt disjointed and the pacing was off throughout.,2024-10-13 17:52:41,2026-08-12T13:29:33.761206,reviews.csv
5472,1852,2,3,,2024-02-08 17:24:31,2026-08-12T13:29:33.761206,reviews.csv
4890,1313,4,3,Average. Had its moments but failed to really engage me.,2023-03-21 03:09:19,2026-08-12T13:29:33.761206,reviews.csv
2704,24,1,5,Beautifully written. The author's style is simply stunning.,2024-07-08 19:53:11,2026-08-12T13:29:33.761206,reviews.csv
1485,1018,9,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-11-29 14:02:42,2026-08-12T13:29:33.761206,reviews.csv
1185,1354,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-08-02 08:42:35,2026-08-12T13:29:33.761206,reviews.csv
834,796,2,4,,2024-09-28 02:55:58,2026-08-12T13:29:33.761206,reviews.csv
3339,2016,1,4,,2024-04-29 07:27:06,2026-08-12T13:29:33.761206,reviews.csv
4944,2592,2,4,Well-written and engaging. A few plot holes but forgivable.,2023-10-26 20:40:15,2026-08-12T13:29:33.761206,reviews.csv
3799,1345,109,5,The writing is exceptional and the story gripped me from page one.,2023-10-20 08:43:32,2026-08-12T13:29:33.761206,reviews.csv
4167,262,4,2,Overrated. I did not enjoy the characters at all.,2023-09-14 20:49:37,2026-08-12T13:29:33.761206,reviews.csv
2343,283,16,3,Neither great nor terrible. Passes the time.,2023-10-06 18:06:16,2026-08-12T13:29:33.761206,reviews.csv
1236,2280,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-08-20 13:17:38,2026-08-12T13:29:33.761206,reviews.csv
5114,1919,5,4,Liked it. The first half is stronger than the second.,2021-08-14 12:14:50,2026-08-12T13:29:33.761206,reviews.csv
471,2727,1,2,The plot felt disjointed and the pacing was off throughout.,2023-12-21 17:34:19,2026-08-12T13:29:33.761206,reviews.csv
3404,354,18,4,Above average. Would recommend to fans of the genre.,2024-12-09 21:27:10,2026-08-12T13:29:33.761206,reviews.csv
3772,1420,1,4,Mostly great. The middle section drags a bit.,2024-04-28 14:22:40,2026-08-12T13:29:33.761206,reviews.csv
3904,2767,9,3,Decent read. Not my favourite but not bad either.,2024-06-24 10:45:29,2026-08-12T13:29:33.761206,reviews.csv
728,481,40,5,This book changed the way I think. A must-read for everyone.,2024-01-02 14:58:06,2026-08-12T13:29:33.761206,reviews.csv
4558,1981,39,4,,2021-02-28 21:56:19,2026-08-12T13:29:33.761206,reviews.csv
576,1708,1,3,It was okay. The hype around this book is a bit overstated.,2020-09-03 11:34:49,2026-08-12T13:29:33.761206,reviews.csv
375,2616,4,3,Decent read. Not my favourite but not bad either.,2024-11-26 10:18:57,2026-08-12T13:29:33.761206,reviews.csv
5568,2126,10,4,Above average. Would recommend to fans of the genre.,2023-11-23 09:52:00,2026-08-12T13:29:33.761206,reviews.csv
536,1696,2,3,Decent read. Not my favourite but not bad either.,2024-11-04 07:51:05,2026-08-12T13:29:33.761206,reviews.csv
642,2324,1,3,Decent read. Not my favourite but not bad either.,2021-01-12 20:42:19,2026-08-12T13:29:33.761206,reviews.csv
4587,2589,1,3,Average. Had its moments but failed to really engage me.,2024-10-24 14:01:56,2026-08-12T13:29:33.761206,reviews.csv
2351,2400,2,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-29 07:00:14,2026-08-12T13:29:33.761206,reviews.csv
210,2390,2,4,A very good read overall. Some chapters were slow but worth it.,2024-02-06 09:51:11,2026-08-12T13:29:33.761206,reviews.csv
5484,1705,81,3,It was okay. The hype around this book is a bit overstated.,2022-06-08 16:36:06,2026-08-12T13:29:33.761206,reviews.csv
63,2644,2,6,Above average. Would recommend to fans of the genre.,2022-01-13 19:09:55,2026-08-12T13:29:33.761206,reviews.csv
4515,2219,3,3,It was okay. The hype around this book is a bit overstated.,2022-10-27 12:36:27,2026-08-12T13:29:33.761206,reviews.csv
2969,1744,2,4,Well-written and engaging. A few plot holes but forgivable.,2020-05-09 15:24:59,2026-08-12T13:29:33.761206,reviews.csv
3785,615,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-06-30 19:17:30,2026-08-12T13:29:33.761206,reviews.csv
1949,2703,2,4,"Good book, though the ending felt a little rushed.",2024-07-01 07:33:03,2026-08-12T13:29:33.761206,reviews.csv
1863,2400,35,4,Mostly great. The middle section drags a bit.,2023-06-18 08:13:11,2026-08-12T13:29:33.761206,reviews.csv
841,861,1,4,Mostly great. The middle section drags a bit.,2024-12-31 11:23:47,2026-08-12T13:29:33.761206,reviews.csv
4384,1754,6,4,Liked it. The first half is stronger than the second.,2024-11-16 20:09:21,2026-08-12T13:29:33.761206,reviews.csv
3078,2078,1,5,One of the best reads I have had in years. Highly recommended.,2022-09-11 08:30:14,2026-08-12T13:29:33.761206,reviews.csv
2391,1328,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-12-28 08:30:32,2026-08-12T13:29:33.761206,reviews.csv
2208,312,1,5,,2021-12-17 09:06:46,2026-08-12T13:29:33.761206,reviews.csv
5061,764,23,3,It was okay. The hype around this book is a bit overstated.,2021-12-29 06:53:20,2026-08-12T13:29:33.761206,reviews.csv
5233,629,7,5,Perfect blend of story and insight. Will read again.,2023-10-20 17:57:23,2026-08-12T13:29:33.761206,reviews.csv
1703,1546,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-06-15 17:31:38,2026-08-12T13:29:33.761206,reviews.csv
2695,1246,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2020-12-19 17:00:38,2026-08-12T13:29:33.761206,reviews.csv
2929,479,4,4,Mostly great. The middle section drags a bit.,2024-11-23 20:34:42,2026-08-12T13:29:33.761206,reviews.csv
2633,297,1,3,Average. Had its moments but failed to really engage me.,2022-04-01 19:06:51,2026-08-12T13:29:33.761206,reviews.csv
585,736,1,3,It was okay. The hype around this book is a bit overstated.,2024-03-23 20:36:59,2026-08-12T13:29:33.761206,reviews.csv
3283,245,2,4,Well-written and engaging. A few plot holes but forgivable.,2024-09-25 19:13:16,2026-08-12T13:29:33.761206,reviews.csv
2762,1956,28,2,Would not recommend. Too slow and the payoff was not worth it.,2024-07-03 16:24:15,2026-08-12T13:29:33.761206,reviews.csv
4620,2235,2,4,A very good read overall. Some chapters were slow but worth it.,2024-06-07 10:16:28,2026-08-12T13:29:33.761206,reviews.csv
5576,731,1,3,Decent read. Not my favourite but not bad either.,2022-06-16 15:06:52,2026-08-12T13:29:33.761206,reviews.csv
4094,2079,1,3,Decent read. Not my favourite but not bad either.,2024-08-19 12:58:56,2026-08-12T13:29:33.761206,reviews.csv
2934,545,7,5,A masterpiece. Every chapter left me wanting more.,2022-05-31 20:31:39,2026-08-12T13:29:33.761206,reviews.csv
4480,1306,3,2,Overrated. I did not enjoy the characters at all.,2024-06-19 07:23:26,2026-08-12T13:29:33.761206,reviews.csv
3433,899,7,4,Above average. Would recommend to fans of the genre.,2024-09-09 16:27:30,2026-08-12T13:29:33.761206,reviews.csv
2596,82,6,2,,2022-09-30 17:54:24,2026-08-12T13:29:33.761206,reviews.csv
4550,1808,2,4,Well-written and engaging. A few plot holes but forgivable.,2021-12-26 14:08:48,2026-08-12T13:29:33.761206,reviews.csv
5604,18,16,5,Exceeded all my expectations. Truly extraordinary.,2023-12-05 22:17:20,2026-08-12T13:29:33.761206,reviews.csv
1739,719,13,3,Average. Had its moments but failed to really engage me.,2024-01-15 16:13:54,2026-08-12T13:29:33.761206,reviews.csv
4246,1341,13,4,Above average. Would recommend to fans of the genre.,2021-06-08 05:51:04,2026-08-12T13:29:33.761206,reviews.csv
4601,1842,27,3,Decent read. Not my favourite but not bad either.,2024-03-28 11:02:51,2026-08-12T13:29:33.761206,reviews.csv
4628,2651,1,5,One of the best reads I have had in years. Highly recommended.,2024-12-31 10:43:23,2026-08-12T13:29:33.761206,reviews.csv
1013,2131,1,5,Exceeded all my expectations. Truly extraordinary.,2023-07-23 13:02:28,2026-08-12T13:29:33.761206,reviews.csv
2330,108,4,3,Decent read. Not my favourite but not bad either.,2023-02-01 08:21:47,2026-08-12T13:29:33.761206,reviews.csv
1729,1935,3,3,"Some interesting parts, but overall felt underwhelming.",2021-09-18 18:17:31,2026-08-12T13:29:33.761206,reviews.csv
226,796,19,3,Average. Had its moments but failed to really engage me.,2024-12-31 07:59:44,2026-08-12T13:29:33.761206,reviews.csv
3549,437,4,3,Neither great nor terrible. Passes the time.,2024-02-12 18:59:01,2026-08-12T13:29:33.761206,reviews.csv
780,2267,1,2,The plot felt disjointed and the pacing was off throughout.,2024-10-18 09:23:30,2026-08-12T13:29:33.761206,reviews.csv
1347,2089,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-01-06 20:28:42,2026-08-12T13:29:33.761206,reviews.csv
2621,1737,1,4,Mostly great. The middle section drags a bit.,2021-09-26 00:00:38,2026-08-12T13:29:33.761206,reviews.csv
80,2016,23,1,One of the worst books I have read. No coherent plot.,2020-03-13 17:33:00,2026-08-12T13:29:33.761206,reviews.csv
2937,1324,3,3,,2022-01-31 08:31:50,2026-08-12T13:29:33.761206,reviews.csv
54,627,1,3,Average. Had its moments but failed to really engage me.,2021-02-08 16:27:36,2026-08-12T13:29:33.761206,reviews.csv
1212,1008,4,5,A masterpiece. Every chapter left me wanting more.,2021-08-15 08:02:45,2026-08-12T13:29:33.761206,reviews.csv
5486,398,14,4,,2024-04-03 04:43:15,2026-08-12T13:29:33.761206,reviews.csv
4407,1693,1,4,Liked it. The first half is stronger than the second.,2023-01-04 09:20:45,2026-08-12T13:29:33.761206,reviews.csv
1648,17,1,4,Liked it. The first half is stronger than the second.,2023-10-01 21:36:29,2026-08-12T13:29:33.761206,reviews.csv
4838,1762,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-11 19:27:53,2026-08-12T13:29:33.761206,reviews.csv
2429,2353,4,4,Above average. Would recommend to fans of the genre.,2021-02-14 20:03:42,2026-08-12T13:29:33.761206,reviews.csv
458,1597,2,4,Above average. Would recommend to fans of the genre.,2024-12-31 07:41:45,2026-08-12T13:29:33.761206,reviews.csv
3893,792,9,4,Liked it. The first half is stronger than the second.,2024-03-27 14:31:56,2026-08-12T13:29:33.761206,reviews.csv
4792,821,2,3,,2022-10-23 06:41:59,2026-08-12T13:29:33.761206,reviews.csv
2554,814,2,4,Mostly great. The middle section drags a bit.,2023-08-17 15:24:35,2026-08-12T13:29:33.761206,reviews.csv
498,1718,27,4,Liked it. The first half is stronger than the second.,2023-12-04 21:37:10,2026-08-12T13:29:33.761206,reviews.csv
2490,936,1,4,Above average. Would recommend to fans of the genre.,2022-08-05 11:45:49,2026-08-12T13:29:33.761206,reviews.csv
1259,582,16,3,Decent read. Not my favourite but not bad either.,2023-02-22 08:51:37,2026-08-12T13:29:33.761206,reviews.csv
3619,1379,1,3,It was okay. The hype around this book is a bit overstated.,2023-01-10 11:56:39,2026-08-12T13:29:33.761206,reviews.csv
5319,2297,3,3,"Mixed feelings. Good premise, mediocre execution.",2024-07-15 09:21:06,2026-08-12T13:29:33.761206,reviews.csv
4383,2387,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-11-25 21:43:56,2026-08-12T13:29:33.761206,reviews.csv
882,1751,11,4,Mostly great. The middle section drags a bit.,2021-09-30 14:19:37,2026-08-12T13:29:33.761206,reviews.csv
2467,1983,5,3,Had potential but did not quite deliver on its promise.,2024-11-22 10:56:46,2026-08-12T13:29:33.761206,reviews.csv
3548,2356,2,5,Absolutely loved this book — couldn't put it down!,2024-06-21 19:18:36,2026-08-12T13:29:33.761206,reviews.csv
2947,1599,2,3,It was okay. The hype around this book is a bit overstated.,2024-01-08 16:21:50,2026-08-12T13:29:33.761206,reviews.csv
2407,2455,183,3,,2021-10-20 23:10:09,2026-08-12T13:29:33.761206,reviews.csv
2850,1597,1,4,"Good book, though the ending felt a little rushed.",2024-11-20 19:46:12,2026-08-12T13:29:33.761206,reviews.csv
1173,2540,151,3,"Some interesting parts, but overall felt underwhelming.",2023-01-24 18:01:38,2026-08-12T13:29:33.761206,reviews.csv
1319,1372,15,6,Above average. Would recommend to fans of the genre.,2023-01-29 16:33:19,2026-08-12T13:29:33.761206,reviews.csv
3405,1692,30,3,Neither great nor terrible. Passes the time.,2024-10-13 12:48:54,2026-08-12T13:29:33.761206,reviews.csv
4185,1060,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-07-08 09:33:24,2026-08-12T13:29:33.761206,reviews.csv
3046,1225,178,5,One of the best reads I have had in years. Highly recommended.,2023-01-23 16:07:27,2026-08-12T13:29:33.761206,reviews.csv
3986,1530,4,3,"Mixed feelings. Good premise, mediocre execution.",2024-07-18 11:29:52,2026-08-12T13:29:33.761206,reviews.csv
5479,1815,39,4,Above average. Would recommend to fans of the genre.,2024-09-23 19:16:32,2026-08-12T13:29:33.761206,reviews.csv
3330,2179,1,4,Above average. Would recommend to fans of the genre.,2024-03-15 20:56:33,2026-08-12T13:29:33.761206,reviews.csv
595,2434,1,3,Decent read. Not my favourite but not bad either.,2024-10-09 19:59:58,2026-08-12T13:29:33.761206,reviews.csv
4017,583,5,4,A very good read overall. Some chapters were slow but worth it.,2024-08-19 16:33:15,2026-08-12T13:29:33.761206,reviews.csv
2898,1306,1,3,Had potential but did not quite deliver on its promise.,2023-08-25 15:12:50,2026-08-12T13:29:33.761206,reviews.csv
132,2075,1,3,"Some interesting parts, but overall felt underwhelming.",2021-10-14 05:07:31,2026-08-12T13:29:33.761206,reviews.csv
2959,173,3,4,Well-written and engaging. A few plot holes but forgivable.,2020-08-03 20:59:40,2026-08-12T13:29:33.761206,reviews.csv
1056,277,2,5,The writing is exceptional and the story gripped me from page one.,2024-10-04 13:12:31,2026-08-12T13:29:33.761206,reviews.csv
