order_id,customer_id,order_date,status,region_code
ORD000078,CUST00488,2025-02-18,CANCELLED,CENTRAL
ORD000079,CUST00384,2025-07-17,SHIPPED,NORTH
ORD000081,CUST00063,2024-01-13,PLACED,SOUTH
ORD000082,CUST00067,2024-07-21,CANCELLED,EAST
ORD000083,CUST00352,2025-10-07,PLACED,CENTRAL
ORD000084,CUST00301,2024-09-22,PLACED,NORTH
ORD000085,CUST00034,2024-07-21,CANCELLED,SOUTH
ORD000086,CUST00048,2026-07-15,DELIVERED,NORTH
ORD000087,CUST00022,2025-04-17,PLACED,SOUTH
ORD000088,CUST00474,2025-08-10,CANCELLED,WEST
ORD000089,CUST00255,2024-01-31,CANCELLED,WEST
ORD000090,CUST00089,2024-12-28,SHIPPED,SOUTH
ORD000091,CUST00141,2024-10-13,CANCELLED,SOUTH
ORD000092,CUST00018,2025-09-20,RETURNED,CENTRAL
ORD000093,CUST00126,2025-10-24,DELIVERED,WEST
ORD000094,CUST00211,2026-06-22,RETURNED,WEST
ORD000095,CUST00032,2024-03-30,DELIVERED,WEST
ORD000096,CUST00071,2025-03-05,SHIPPED,CENTRAL
ORD000097,CUST00128,2025-10-07,RETURNED,NORTH
ORD000098,CUST00196,2026-03-11,DELIVERED,WEST
ORD000099,CUST00279,2026-03-11,CANCELLED,EAST
ORD000101,CUST00165,2025-02-01,DELIVERED,SOUTH
ORD000102,CUST00014,2024-11-22,RETURNED,SOUTH
ORD000103,CUST00016,2026-07-06,DELIVERED,NORTH
ORD000104,CUST00415,2025-04-28,RETURNED,EAST
ORD000105,CUST00393,2025-08-21,SHIPPED,SOUTH
ORD000106,CUST00052,2024-09-10,SHIPPED,EAST
ORD000107,CUST00274,2026-04-15,PLACED,SOUTH
ORD000108,CUST00295,2026-05-16,CANCELLED,EAST
ORD000109,CUST00479,2026-05-09,SHIPPED,SOUTH
ORD000110,CUST00122,2025-08-29,DELIVERED,EAST
ORD000111,CUST00468,2025-08-28,PLACED,EAST
ORD000112,CUST00486,2025-08-04,RETURNED,SOUTH
ORD000113,CUST00289,2024-07-11,CANCELLED,CENTRAL
ORD000114,CUST00159,2024-06-28,CANCELLED,NORTH
ORD000115,CUST00047,2024-02-27,SHIPPED,CENTRAL
ORD000116,CUST00113,2024-01-21,RETURNED,WEST
ORD000117,CUST00001,2024-12-05,RETURNED,SOUTH
ORD000118,CUST00413,2024-05-13,DELIVERED,SOUTH
ORD000119,CUST00471,2026-04-01,DELIVERED,NORTH
ORD000121,CUST00361,2026-07-28,SHIPPED,NORTH
ORD000122,CUST00434,2025-06-22,DELIVERED,NORTH
ORD000123,CUST00192,2025-12-22,CANCELLED,CENTRAL
ORD000124,CUST00052,2024-12-10,DELIVERED,EAST
ORD000125,CUST00070,2024-06-10,CANCELLED,WEST
ORD000126,CUST00333,2024-11-20,SHIPPED,CENTRAL
ORD000127,CUST00356,2026-06-29,RETURNED,EAST
ORD000128,CUST00115,2025-11-12,RETURNED,SOUTH
ORD000129,CUST00194,2024-11-10,DELIVERED,SOUTH
ORD000130,CUST00091,2026-01-16,PLACED,CENTRAL
ORD000131,CUST00201,2026-05-21,RETURNED,NORTH
ORD000132,CUST00094,2025-09-08,DELIVERED,CENTRAL
ORD000133,CUST00114,2025-10-16,RETURNED,NORTH
ORD000134,CUST00480,2025-05-23,SHIPPED,EAST
ORD000135,CUST00382,2024-03-20,SHIPPED,EAST
ORD000136,CUST00164,2024-06-20,PLACED,EAST
ORD000137,CUST00229,2024-01-12,DELIVERED,SOUTH
ORD000138,CUST00128,2025-12-10,PLACED,EAST
ORD000139,CUST00132,2026-03-16,PLACED,NORTH
ORD000141,CUST00376,2025-03-05,SHIPPED,WEST
ORD000142,CUST00253,2026-06-21,CANCELLED,EAST
ORD000143,CUST00280,2025-01-19,PLACED,WEST
ORD000144,CUST00404,2026-06-03,RETURNED,SOUTH
ORD000145,CUST00084,2025-04-07,PLACED,NORTH
ORD000146,CUST00151,2024-01-21,DELIVERED,EAST
ORD000147,CUST00488,2024-04-17,PLACED,EAST
ORD000148,CUST00088,2026-06-28,CANCELLED,SOUTH
ORD000149,CUST00375,2024-03-17,RETURNED,NORTH
ORD000150,CUST00174,2025-08-31,RETURNED,WEST
ORD000151,CUST00361,2024-02-01,CANCELLED,SOUTH
ORD000152,CUST00311,2026-06-30,CANCELLED,SOUTH
ORD000153,CUST00028,2024-04-13,DELIVERED,SOUTH
ORD000154,CUST00499,2024-07-13,CANCELLED,CENTRAL
ORD000155,CUST00370,2026-01-17,RETURNED,EAST
ORD000156,CUST00339,2024-10-15,DELIVERED,SOUTH
ORD000157,CUST00050,2024-02-20,CANCELLED,CENTRAL
ORD000158,CUST00282,2026-05-10,CANCELLED,SOUTH
ORD000159,CUST00028,2025-01-04,PLACED,WEST
ORD000161,CUST00246,2024-07-23,PLACED,NORTH
ORD000162,CUST00106,2024-06-23,DELIVERED,NORTH
ORD000163,CUST00243,2026-05-14,PLACED,EAST
ORD000164,CUST00402,2025-02-11,CANCELLED,WEST
ORD000165,CUST00459,2025-11-07,DELIVERED,NORTH
ORD000166,CUST00329,2025-07-11,CANCELLED,SOUTH
ORD000167,CUST00190,2026-06-25,CANCELLED,EAST
ORD000168,CUST00096,2025-04-01,PLACED,EAST
ORD000169,CUST00226,2025-04-21,DELIVERED,SOUTH
ORD000170,CUST00429,2024-10-02,RETURNED,NORTH
ORD000171,CUST00078,2026-02-09,PLACED,NORTH
ORD000172,CUST00343,2024-12-18,RETURNED,WEST
ORD000173,CUST00498,2026-02-13,RETURNED,SOUTH
ORD000174,CUST00284,2024-03-03,CANCELLED,CENTRAL
ORD000175,CUST00215,2025-07-02,CANCELLED,CENTRAL
ORD000176,CUST00452,2024-08-29,CANCELLED,EAST
ORD000177,CUST00041,2025-02-08,PLACED,CENTRAL
ORD000178,CUST00293,2026-07-11,RETURNED,CENTRAL
ORD000179,CUST00347,2025-09-27,SHIPPED,NORTH
ORD000181,CUST00486,2024-06-20,SHIPPED,SOUTH
ORD000182,CUST00065,2024-02-13,CANCELLED,NORTH
ORD000183,CUST00350,2025-03-21,SHIPPED,SOUTH
ORD000184,CUST00428,2025-09-01,DELIVERED,EAST
ORD000185,CUST00467,2026-01-14,PLACED,NORTH
ORD000186,CUST00199,2025-07-23,CANCELLED,CENTRAL
ORD000187,CUST00167,2026-05-27,DELIVERED,CENTRAL
ORD000188,CUST00235,2026-07-28,PLACED,CENTRAL
ORD000189,CUST00301,2025-06-19,CANCELLED,NORTH
ORD000190,CUST00213,2024-06-02,SHIPPED,CENTRAL
ORD000191,CUST00302,2025-08-19,PLACED,NORTH
ORD000192,CUST00289,2026-03-09,PLACED,EAST
ORD000193,CUST00445,2025-07-02,DELIVERED,WEST
ORD000194,CUST00136,2025-01-27,CANCELLED,CENTRAL
ORD000195,CUST00312,2025-04-29,PLACED,SOUTH
ORD000196,CUST00142,2025-02-16,SHIPPED,CENTRAL
ORD000197,CUST00312,2025-11-28,CANCELLED,NORTH
ORD000198,CUST00203,2026-06-29,DELIVERED,SOUTH
ORD000199,CUST00026,2026-02-02,CANCELLED,EAST
ORD000201,CUST00173,2026-04-17,DELIVERED,EAST
ORD000202,CUST00144,2026-05-13,CANCELLED,NORTH
ORD000203,CUST00498,2026-06-08,SHIPPED,SOUTH
ORD000204,CUST00154,2026-01-31,CANCELLED,EAST
ORD000205,CUST00138,2026-01-16,CANCELLED,CENTRAL
ORD000206,CUST00331,2024-04-01,SHIPPED,WEST
ORD000207,CUST00109,2026-07-24,CANCELLED,WEST
ORD000208,CUST00389,2025-06-12,DELIVERED,NORTH
ORD000209,CUST00264,2026-03-21,SHIPPED,NORTH
ORD000210,CUST00160,2025-12-27,RETURNED,WEST
ORD000211,CUST00070,2026-03-10,RETURNED,CENTRAL
ORD000212,CUST00015,2024-06-26,SHIPPED,SOUTH
ORD000213,CUST00429,2024-02-29,SHIPPED,NORTH
ORD000214,CUST00234,2024-02-21,DELIVERED,SOUTH
ORD000215,CUST00141,2025-01-12,CANCELLED,CENTRAL
ORD000216,CUST00204,2025-10-12,PLACED,NORTH
ORD000217,CUST00124,2025-01-16,CANCELLED,CENTRAL
ORD000218,CUST00229,2024-06-30,CANCELLED,CENTRAL
ORD000219,CUST00283,2024-12-24,DELIVERED,SOUTH
ORD000221,CUST00146,2024-01-29,CANCELLED,NORTH
ORD000222,CUST00084,2026-05-24,RETURNED,SOUTH
ORD000223,CUST00439,2024-08-14,SHIPPED,SOUTH
ORD000224,CUST00138,2025-10-29,CANCELLED,CENTRAL
ORD000225,CUST00011,2026-06-04,PLACED,WEST
ORD000226,CUST00467,2024-05-15,SHIPPED,CENTRAL
ORD000227,CUST00411,2024-01-09,SHIPPED,EAST
ORD000228,CUST00312,2026-04-04,DELIVERED,EAST
ORD000229,CUST00217,2026-07-05,CANCELLED,EAST
ORD000230,CUST00236,2024-09-15,SHIPPED,WEST
ORD000231,CUST00155,2025-11-24,RETURNED,CENTRAL
ORD000232,CUST00204,2025-08-21,PLACED,NORTH
ORD000233,CUST00262,2025-11-09,DELIVERED,CENTRAL
ORD000234,CUST00332,2025-08-31,RETURNED,EAST
ORD000235,CUST00153,2025-12-01,PLACED,WEST
ORD000236,CUST00033,2024-12-10,DELIVERED,EAST
ORD000237,CUST00442,2024-10-10,DELIVERED,EAST
ORD000238,CUST00097,2024-06-02,RETURNED,SOUTH
ORD000239,CUST00461,2024-02-28,RETURNED,WEST
ORD000241,CUST00370,2024-01-27,CANCELLED,EAST
ORD000242,CUST00133,2026-07-17,CANCELLED,WEST
ORD000243,CUST00199,2026-01-24,PLACED,CENTRAL
ORD000244,CUST00363,2025-08-08,SHIPPED,EAST
ORD000245,CUST00372,2025-12-31,SHIPPED,CENTRAL
ORD000246,CUST00327,2026-03-14,CANCELLED,EAST
ORD000247,CUST00260,2024-11-03,SHIPPED,CENTRAL
ORD000248,CUST00093,2024-10-27,PLACED,WEST
ORD000249,CUST00066,2026-01-28,DELIVERED,CENTRAL
ORD000250,CUST00391,2026-07-23,SHIPPED,EAST
ORD000251,CUST00336,2024-04-01,SHIPPED,EAST
ORD000252,CUST00115,2026-02-01,DELIVERED,WEST
ORD000253,CUST00404,2026-06-27,DELIVERED,EAST
ORD000254,CUST00134,2025-08-22,DELIVERED,WEST
ORD000255,CUST00436,2024-04-30,CANCELLED,NORTH
ORD000256,CUST00444,2025-10-11,RETURNED,CENTRAL
ORD000257,CUST00484,2025-09-27,PLACED,WEST
ORD000258,CUST00456,2024-07-18,RETURNED,NORTH
ORD000259,CUST00445,2025-11-28,CANCELLED,CENTRAL
ORD000261,CUST00446,2026-05-24,SHIPPED,SOUTH
ORD000262,CUST00103,2024-12-16,CANCELLED,CENTRAL
ORD000263,CUST00458,2026-07-17,CANCELLED,SOUTH
ORD000264,CUST00162,2026-06-02,SHIPPED,NORTH
ORD000265,CUST00250,2024-12-06,SHIPPED,EAST
ORD000266,CUST00325,2024-02-29,PLACED,WEST
ORD000267,CUST00141,2024-08-02,SHIPPED,CENTRAL
ORD000268,CUST00392,2024-06-11,CANCELLED,NORTH
ORD000269,CUST00067,2025-09-21,CANCELLED,WEST
ORD000270,CUST00207,2025-03-15,CANCELLED,WEST
ORD000271,CUST00003,2024-02-08,RETURNED,SOUTH
ORD000272,CUST00375,2025-01-17,PLACED,EAST
ORD000273,CUST00388,2026-05-03,RETURNED,SOUTH
ORD000274,CUST00010,2025-11-23,PLACED,SOUTH
ORD000275,CUST00116,2025-12-11,DELIVERED,EAST
ORD000276,CUST00067,2024-04-15,CANCELLED,CENTRAL
ORD000277,CUST00302,2024-11-09,SHIPPED,NORTH
ORD000278,CUST00422,2024-02-16,DELIVERED,EAST
ORD000279,CUST00234,2026-01-15,RETURNED,CENTRAL
ORD000281,CUST00455,2025-12-04,SHIPPED,EAST
ORD000282,CUST00462,2025-05-16,DELIVERED,SOUTH
ORD000283,CUST00085,2026-07-17,CANCELLED,NORTH
ORD000284,CUST00117,2024-08-17,SHIPPED,SOUTH
ORD000285,CUST00376,2024-01-23,RETURNED,CENTRAL
ORD000286,CUST00087,2024-05-06,DELIVERED,NORTH
ORD000287,CUST00193,2026-06-16,DELIVERED,CENTRAL
ORD000288,CUST00320,2024-02-19,RETURNED,NORTH
ORD000289,CUST00339,2024-04-20,PLACED,NORTH
ORD000290,CUST00354,2024-04-28,CANCELLED,WEST
ORD000291,CUST00195,2024-05-06,RETURNED,EAST
ORD000292,CUST00243,2025-12-19,SHIPPED,SOUTH
ORD000293,CUST00356,2025-12-03,PLACED,EAST
ORD000294,CUST00216,2025-11-08,PLACED,CENTRAL
ORD000295,CUST00139,2025-09-29,RETURNED,SOUTH
ORD000296,CUST00215,2026-04-30,PLACED,CENTRAL
ORD000297,CUST00369,2025-09-24,PLACED,EAST
ORD000298,CUST00059,2026-03-14,PLACED,WEST
ORD000299,CUST00102,2025-09-15,SHIPPED,EAST
ORD000301,CUST00184,2025-12-21,CANCELLED,EAST
ORD000302,CUST00083,2024-02-10,RETURNED,WEST
ORD000303,CUST00467,2024-07-31,CANCELLED,EAST
ORD000304,CUST00121,2024-01-03,PLACED,NORTH
ORD000305,CUST00465,2024-04-23,RETURNED,WEST
ORD000306,CUST00077,2024-04-02,RETURNED,NORTH
ORD000307,CUST00371,2026-01-10,PLACED,EAST
ORD000308,CUST00330,2024-08-24,CANCELLED,EAST
ORD000309,CUST00136,2025-04-20,PLACED,NORTH
ORD000310,CUST00417,2024-06-27,PLACED,EAST
ORD000311,CUST00185,2026-03-31,DELIVERED,WEST
ORD000312,CUST00379,2024-04-28,PLACED,NORTH
ORD000313,CUST00005,2026-05-22,SHIPPED,SOUTH
ORD000314,CUST00169,2025-01-01,CANCELLED,CENTRAL
ORD000315,CUST00138,2026-06-18,PLACED,EAST
ORD000316,CUST00418,2024-12-16,SHIPPED,NORTH
ORD000317,CUST00206,2025-02-13,CANCELLED,EAST
ORD000318,CUST00428,2025-01-29,CANCELLED,WEST
ORD000319,CUST00333,2026-06-26,SHIPPED,NORTH
ORD000321,CUST00054,2025-03-02,RETURNED,WEST
ORD000322,CUST00411,2025-08-05,CANCELLED,SOUTH
ORD000323,CUST00313,2025-01-23,DELIVERED,CENTRAL
ORD000324,CUST00015,2026-06-02,SHIPPED,WEST
ORD000325,CUST00472,2025-05-14,PLACED,WEST
ORD000326,CUST00226,2024-02-17,PLACED,EAST
ORD000327,CUST00336,2024-11-17,PLACED,CENTRAL
ORD000328,CUST00393,2026-01-31,RETURNED,CENTRAL
ORD000329,CUST00115,2025-11-16,DELIVERED,CENTRAL
ORD000330,CUST00268,2025-12-05,RETURNED,NORTH
ORD000331,CUST00222,2025-11-08,SHIPPED,WEST
ORD000332,CUST00178,2025-11-10,CANCELLED,SOUTH
ORD000333,CUST00430,2026-04-26,RETURNED,CENTRAL
ORD000334,CUST00028,2024-01-12,SHIPPED,CENTRAL
ORD000335,CUST00435,2025-04-25,CANCELLED,SOUTH
ORD000336,CUST00039,2026-02-08,CANCELLED,EAST
ORD000337,CUST00124,2024-12-04,DELIVERED,NORTH
ORD000338,CUST00260,2024-08-16,RETURNED,WEST
ORD000339,CUST00207,2026-04-16,SHIPPED,NORTH
ORD000341,CUST00230,2024-03-31,CANCELLED,WEST
ORD000342,CUST00162,2024-05-01,CANCELLED,NORTH
ORD000343,CUST00053,2025-02-17,CANCELLED,NORTH
ORD000344,CUST00286,2025-07-16,PLACED,NORTH
ORD000345,CUST00406,2025-09-10,RETURNED,EAST
ORD000346,CUST00456,2025-06-04,RETURNED,SOUTH
ORD000347,CUST00336,2025-11-18,CANCELLED,EAST
ORD000348,CUST00187,2026-04-25,PLACED,SOUTH
ORD000349,CUST00433,2025-04-10,DELIVERED,CENTRAL
ORD000350,CUST00393,2025-09-26,RETURNED,WEST
ORD000351,CUST00367,2025-11-03,DELIVERED,WEST
ORD000352,CUST00059,2024-04-09,SHIPPED,NORTH
ORD000353,CUST00175,2024-12-29,DELIVERED,CENTRAL
ORD000354,CUST00268,2025-01-17,PLACED,NORTH
ORD000355,CUST00460,2024-06-17,CANCELLED,SOUTH
ORD000356,CUST00421,2026-01-04,CANCELLED,NORTH
ORD000357,CUST00131,2025-09-17,SHIPPED,SOUTH
ORD000358,CUST00062,2026-05-22,CANCELLED,SOUTH
ORD000359,CUST00235,2026-04-24,SHIPPED,EAST
ORD000361,CUST00475,2025-10-10,RETURNED,NORTH
ORD000362,CUST00396,2026-07-02,CANCELLED,WEST
ORD000363,CUST00338,2025-08-26,RETURNED,SOUTH
ORD000364,CUST00494,2025-05-25,PLACED,CENTRAL
ORD000365,CUST00377,2024-02-19,RETURNED,WEST
ORD000366,CUST00430,2025-08-22,CANCELLED,CENTRAL
ORD000367,CUST00400,2026-08-01,SHIPPED,CENTRAL
ORD000368,CUST00089,2026-01-18,SHIPPED,NORTH
ORD000369,CUST00199,2025-11-04,RETURNED,CENTRAL
ORD000370,CUST00452,2024-11-25,RETURNED,WEST
ORD000371,CUST00215,2025-09-15,SHIPPED,EAST
ORD000372,CUST00204,2024-12-17,DELIVERED,WEST
ORD000373,CUST00413,2024-05-16,SHIPPED,WEST
ORD000374,CUST00309,2025-12-17,RETURNED,EAST
ORD000375,CUST00432,2025-12-19,RETURNED,EAST
ORD000376,CUST00365,2026-01-24,RETURNED,SOUTH
ORD000377,CUST00103,2024-08-02,RETURNED,EAST
ORD000378,CUST00352,2024-12-19,SHIPPED,SOUTH
ORD000379,CUST00258,2025-07-09,DELIVERED,NORTH
ORD000381,CUST00246,2025-08-19,RETURNED,WEST
ORD000382,CUST00346,2026-02-04,RETURNED,EAST
ORD000383,CUST00450,2026-05-17,CANCELLED,NORTH
ORD000384,CUST00268,2024-04-19,PLACED,WEST
ORD000385,CUST00075,2024-02-24,PLACED,SOUTH
ORD000386,CUST00137,2026-02-07,SHIPPED,EAST
ORD000387,CUST00350,2024-09-13,SHIPPED,NORTH
ORD000388,CUST00354,2026-03-14,DELIVERED,SOUTH
ORD000389,CUST00386,2025-07-08,PLACED,EAST
ORD000390,CUST00417,2025-04-08,PLACED,CENTRAL
ORD000391,CUST00445,2025-11-22,RETURNED,SOUTH
ORD000392,CUST00381,2025-10-24,RETURNED,WEST
ORD000393,CUST00122,2025-06-07,DELIVERED,NORTH
ORD000394,CUST00475,2025-01-25,CANCELLED,WEST
ORD000395,CUST00490,2026-03-18,DELIVERED,CENTRAL
ORD000396,CUST00028,2024-01-14,DELIVERED,SOUTH
ORD000397,CUST00318,2026-06-08,CANCELLED,SOUTH
ORD000398,CUST00467,2025-10-10,DELIVERED,CENTRAL
ORD000399,CUST00280,2026-01-26,RETURNED,SOUTH
ORD000401,CUST00230,2024-06-30,PLACED,SOUTH
ORD000402,CUST00493,2024-06-26,RETURNED,NORTH
ORD000403,CUST00194,2024-02-11,CANCELLED,EAST
ORD000404,CUST00285,2024-09-27,SHIPPED,SOUTH
ORD000405,CUST00300,2026-05-16,DELIVERED,NORTH
ORD000406,CUST00170,2025-04-22,SHIPPED,NORTH
ORD000407,CUST00079,2024-11-26,RETURNED,NORTH
ORD000408,CUST00397,2025-10-02,RETURNED,EAST
ORD000409,CUST00252,2026-03-19,RETURNED,CENTRAL
ORD000410,CUST00184,2024-03-15,DELIVERED,CENTRAL
ORD000411,CUST00113,2024-07-07,RETURNED,NORTH
ORD000412,CUST00403,2025-06-01,SHIPPED,WEST
ORD000413,CUST00279,2025-07-03,CANCELLED,NORTH
ORD000414,CUST00179,2024-08-14,SHIPPED,EAST
ORD000415,CUST00170,2025-01-04,DELIVERED,SOUTH
ORD000416,CUST00487,2026-02-09,RETURNED,CENTRAL
ORD000417,CUST00244,2025-07-28,PLACED,NORTH
ORD000418,CUST00343,2024-12-20,CANCELLED,SOUTH
ORD000419,CUST00464,2025-10-19,RETURNED,CENTRAL
ORD000421,CUST00196,2026-07-26,PLACED,WEST
ORD000422,CUST00132,2025-07-07,DELIVERED,NORTH
ORD000423,CUST00467,2025-06-13,DELIVERED,CENTRAL
ORD000424,CUST00412,2025-06-04,CANCELLED,WEST
ORD000425,CUST00023,2024-10-30,SHIPPED,EAST
ORD000426,CUST00264,2024-03-25,PLACED,SOUTH
ORD000427,CUST00498,2026-03-02,RETURNED,CENTRAL
ORD000428,CUST00004,2025-10-03,PLACED,SOUTH
ORD000429,CUST00344,2025-10-06,SHIPPED,WEST
ORD000430,CUST00428,2024-04-16,SHIPPED,CENTRAL
ORD000431,CUST00425,2025-12-20,CANCELLED,NORTH
ORD000432,CUST00383,2025-12-03,SHIPPED,NORTH
ORD000433,CUST00236,2026-01-04,DELIVERED,NORTH
ORD000434,CUST00045,2024-03-16,PLACED,SOUTH
ORD000435,CUST00407,2024-09-14,RETURNED,NORTH
ORD000436,CUST00295,2026-04-21,SHIPPED,EAST
ORD000437,CUST00209,2025-02-01,CANCELLED,WEST
ORD000438,CUST00222,2024-11-19,PLACED,WEST
ORD000439,CUST00345,2024-05-01,RETURNED,NORTH
ORD000441,CUST00388,2026-02-02,RETURNED,NORTH
ORD000442,CUST00359,2026-05-18,PLACED,EAST
ORD000443,CUST00476,2025-05-29,PLACED,EAST
ORD000444,CUST00403,2025-12-03,DELIVERED,CENTRAL
ORD000445,CUST00045,2024-10-15,CANCELLED,WEST
ORD000446,CUST00203,2026-04-21,PLACED,WEST
ORD000447,CUST00081,2025-06-30,SHIPPED,SOUTH
ORD000448,CUST00383,2025-02-04,RETURNED,EAST
ORD000449,CUST00492,2025-10-11,SHIPPED,EAST
ORD000450,CUST00347,2026-06-27,DELIVERED,NORTH
ORD000451,CUST00284,2026-06-14,RETURNED,SOUTH
ORD000452,CUST00064,2024-02-12,PLACED,CENTRAL
ORD000453,CUST00306,2025-02-07,RETURNED,CENTRAL
ORD000454,CUST00485,2024-03-28,DELIVERED,SOUTH
ORD000455,CUST00384,2026-01-29,DELIVERED,SOUTH
ORD000456,CUST00212,2026-07-16,RETURNED,SOUTH
ORD000457,CUST00083,2024-07-07,SHIPPED,CENTRAL
ORD000458,CUST00428,2024-09-15,SHIPPED,NORTH
ORD000459,CUST00093,2025-11-18,RETURNED,NORTH
ORD000461,CUST00331,2025-07-16,PLACED,EAST
ORD000462,CUST00344,2024-03-09,DELIVERED,NORTH
ORD000463,CUST00102,2026-01-13,RETURNED,WEST
ORD000464,CUST00488,2024-12-04,DELIVERED,SOUTH
ORD000465,CUST00344,2025-11-02,SHIPPED,NORTH
ORD000466,CUST00146,2025-09-26,PLACED,SOUTH
ORD000467,CUST00163,2025-05-12,CANCELLED,EAST
ORD000468,CUST00316,2025-11-06,DELIVERED,CENTRAL
ORD000469,CUST00079,2025-08-02,RETURNED,EAST
ORD000470,CUST00414,2024-11-19,CANCELLED,SOUTH
ORD000471,CUST00003,2024-11-16,SHIPPED,SOUTH
ORD000472,CUST00365,2026-01-27,CANCELLED,EAST
ORD000473,CUST00431,2025-01-03,SHIPPED,EAST
ORD000474,CUST00450,2025-05-06,CANCELLED,WEST
ORD000475,CUST00184,2026-03-04,DELIVERED,WEST
ORD000476,CUST00283,2024-04-21,SHIPPED,CENTRAL
ORD000477,CUST00042,2026-05-11,DELIVERED,SOUTH
ORD000478,CUST00457,2025-07-05,SHIPPED,EAST
ORD000479,CUST00376,2026-06-26,PLACED,NORTH
