table_name,source_id,rejection_reason,rejected_at
orders,25876,INVALID_QUANTITY,2026-08-12T13:41:37.527204
orders,12935,INVALID_QUANTITY,2026-08-12T13:41:37.527235
orders,24689,INVALID_QUANTITY,2026-08-12T13:41:37.527263
orders,4715,INVALID_QUANTITY,2026-08-12T13:41:37.527292
orders,12797,INVALID_QUANTITY,2026-08-12T13:41:37.527321
orders,12498,INVALID_QUANTITY,2026-08-12T13:41:37.527350
orders,12650,INVALID_QUANTITY,2026-08-12T13:41:37.527380
orders,14210,INVALID_QUANTITY,2026-08-12T13:41:37.527410
orders,28087,INVALID_QUANTITY,2026-08-12T13:41:37.527439
orders,18459,INVALID_QUANTITY,2026-08-12T13:41:37.527468
orders,21212,INVALID_QUANTITY,2026-08-12T13:41:37.527499
orders,244,INVALID_QUANTITY,2026-08-12T13:41:37.527530
orders,22900,INVALID_QUANTITY,2026-08-12T13:41:37.527560
orders,4980,INVALID_QUANTITY,2026-08-12T13:41:37.527590
orders,11597,INVALID_QUANTITY,2026-08-12T13:41:37.527621
orders,17217,INVALID_QUANTITY,2026-08-12T13:41:37.527651
orders,17933,INVALID_QUANTITY,2026-08-12T13:41:37.527679
orders,15330,INVALID_QUANTITY,2026-08-12T13:41:37.527707
orders,23441,INVALID_QUANTITY,2026-08-12T13:41:37.527737
orders,8563,INVALID_QUANTITY,2026-08-12T13:41:37.527765
orders,21093,INVALID_QUANTITY,2026-08-12T13:41:37.527793
orders,11863,INVALID_QUANTITY,2026-08-12T13:41:37.527823
orders,20304,INVALID_QUANTITY,2026-08-12T13:41:37.527853
orders,5134,INVALID_QUANTITY,2026-08-12T13:41:37.527882
orders,11453,INVALID_QUANTITY,2026-08-12T13:41:37.527910
orders,13460,INVALID_QUANTITY,2026-08-12T13:41:37.527938
orders,17564,INVALID_QUANTITY,2026-08-12T13:41:37.527966
orders,3453,INVALID_QUANTITY,2026-08-12T13:41:37.528032
orders,27164,INVALID_QUANTITY,2026-08-12T13:41:37.528066
orders,7961,INVALID_QUANTITY,2026-08-12T13:41:37.528098
orders,23569,INVALID_QUANTITY,2026-08-12T13:41:37.528130
orders,14291,INVALID_QUANTITY,2026-08-12T13:41:37.528160
orders,3390,INVALID_QUANTITY,2026-08-12T13:41:37.528191
orders,4890,INVALID_QUANTITY,2026-08-12T13:41:37.528220
orders,6561,INVALID_QUANTITY,2026-08-12T13:41:37.528249
orders,16195,INVALID_QUANTITY,2026-08-12T13:41:37.528279
orders,21229,INVALID_QUANTITY,2026-08-12T13:41:37.528311
orders,4447,INVALID_QUANTITY,2026-08-12T13:41:37.528341
orders,4898,INVALID_QUANTITY,2026-08-12T13:41:37.528372
orders,18096,INVALID_QUANTITY,2026-08-12T13:41:37.528420
orders,4185,INVALID_QUANTITY,2026-08-12T13:41:37.528461
orders,17413,INVALID_QUANTITY,2026-08-12T13:41:37.528495
orders,13785,INVALID_QUANTITY,2026-08-12T13:41:37.528527
orders,27523,INVALID_QUANTITY,2026-08-12T13:41:37.528703
orders,27173,INVALID_QUANTITY,2026-08-12T13:41:37.528801
orders,7461,INVALID_QUANTITY,2026-08-12T13:41:37.529129
orders,11720,INVALID_QUANTITY,2026-08-12T13:41:37.529233
orders,8370,INVALID_QUANTITY,2026-08-12T13:41:37.529730
orders,1866,INVALID_QUANTITY,2026-08-12T13:41:37.529996
orders,27325,INVALID_QUANTITY,2026-08-12T13:41:37.530058
orders,8443,INVALID_QUANTITY,2026-08-12T13:41:37.530099
orders,7439,INVALID_QUANTITY,2026-08-12T13:41:37.530138
orders,133,INVALID_QUANTITY,2026-08-12T13:41:37.530340
orders,5290,INVALID_QUANTITY,2026-08-12T13:41:37.530392
orders,26707,INVALID_QUANTITY,2026-08-12T13:41:37.530432
orders,24246,INVALID_QUANTITY,2026-08-12T13:41:37.530467
orders,3527,INVALID_QUANTITY,2026-08-12T13:41:37.530503
orders,25299,INVALID_QUANTITY,2026-08-12T13:41:37.531094
orders,11180,INVALID_QUANTITY,2026-08-12T13:41:37.531237
orders,15812,INVALID_QUANTITY,2026-08-12T13:41:37.531291
orders,17891,INVALID_QUANTITY,2026-08-12T13:41:37.531332
orders,19554,INVALID_QUANTITY,2026-08-12T13:41:37.531369
orders,15772,INVALID_QUANTITY,2026-08-12T13:41:37.531407
orders,15560,INVALID_QUANTITY,2026-08-12T13:41:37.531441
orders,15890,INVALID_QUANTITY,2026-08-12T13:41:37.531472
orders,10601,INVALID_QUANTITY,2026-08-12T13:41:37.531544
orders,481,INVALID_QUANTITY,2026-08-12T13:41:37.531652
orders,5034,INVALID_QUANTITY,2026-08-12T13:41:37.531695
orders,15831,INVALID_QUANTITY,2026-08-12T13:41:37.531734
orders,7599,INVALID_QUANTITY,2026-08-12T13:41:37.532082
orders,962,INVALID_QUANTITY,2026-08-12T13:41:37.532222
orders,16919,INVALID_QUANTITY,2026-08-12T13:41:37.532282
orders,269,INVALID_QUANTITY,2026-08-12T13:41:37.532324
orders,6322,INVALID_QUANTITY,2026-08-12T13:41:37.532362
orders,8550,INVALID_QUANTITY,2026-08-12T13:41:37.532397
orders,11355,INVALID_QUANTITY,2026-08-12T13:41:37.532432
orders,19815,INVALID_QUANTITY,2026-08-12T13:41:37.532464
orders,1080,INVALID_QUANTITY,2026-08-12T13:41:37.532499
orders,18925,INVALID_QUANTITY,2026-08-12T13:41:37.532532
orders,24077,INVALID_QUANTITY,2026-08-12T13:41:37.532566
orders,6589,INVALID_QUANTITY,2026-08-12T13:41:37.532598
orders,695,INVALID_QUANTITY,2026-08-12T13:41:37.532629
orders,5571,INVALID_QUANTITY,2026-08-12T13:41:37.532666
orders,4843,INVALID_QUANTITY,2026-08-12T13:41:37.532698
orders,15789,INVALID_QUANTITY,2026-08-12T13:41:37.532729
orders,20117,INVALID_QUANTITY,2026-08-12T13:41:37.532761
orders,1048,INVALID_QUANTITY,2026-08-12T13:41:37.532791
orders,16731,INVALID_QUANTITY,2026-08-12T13:41:37.532866
orders,6669,INVALID_QUANTITY,2026-08-12T13:41:37.532910
orders,25360,INVALID_QUANTITY,2026-08-12T13:41:37.532945
orders,12468,INVALID_QUANTITY,2026-08-12T13:41:37.532987
orders,6013,INVALID_QUANTITY,2026-08-12T13:41:37.533020
orders,15591,INVALID_QUANTITY,2026-08-12T13:41:37.533051
orders,10537,INVALID_QUANTITY,2026-08-12T13:41:37.533082
orders,4372,INVALID_QUANTITY,2026-08-12T13:41:37.533112
orders,3968,INVALID_QUANTITY,2026-08-12T13:41:37.533143
orders,26260,INVALID_QUANTITY,2026-08-12T13:41:37.533173
orders,13566,INVALID_QUANTITY,2026-08-12T13:41:37.533202
orders,25900,INVALID_QUANTITY,2026-08-12T13:41:37.533231
orders,6630,INVALID_QUANTITY,2026-08-12T13:41:37.533263
orders,8938,INVALID_QUANTITY,2026-08-12T13:41:37.533294
orders,27875,INVALID_QUANTITY,2026-08-12T13:41:37.533324
orders,23519,INVALID_QUANTITY,2026-08-12T13:41:37.533354
orders,27974,INVALID_QUANTITY,2026-08-12T13:41:37.533383
orders,18904,INVALID_QUANTITY,2026-08-12T13:41:37.533411
orders,28026,INVALID_QUANTITY,2026-08-12T13:41:37.533440
orders,26042,INVALID_QUANTITY,2026-08-12T13:41:37.533468
orders,22097,INVALID_QUANTITY,2026-08-12T13:41:37.533496
orders,19895,INVALID_QUANTITY,2026-08-12T13:41:37.533525
orders,6922,INVALID_QUANTITY,2026-08-12T13:41:37.533553
orders,8958,INVALID_QUANTITY,2026-08-12T13:41:37.533582
orders,9523,INVALID_QUANTITY,2026-08-12T13:41:37.533611
orders,1045,INVALID_QUANTITY,2026-08-12T13:41:37.533640
orders,7667,INVALID_QUANTITY,2026-08-12T13:41:37.533669
orders,8879,INVALID_QUANTITY,2026-08-12T13:41:37.533698
orders,7212,INVALID_QUANTITY,2026-08-12T13:41:37.533727
orders,27463,INVALID_QUANTITY,2026-08-12T13:41:37.533810
orders,11004,INVALID_QUANTITY,2026-08-12T13:41:37.533854
orders,13100,INVALID_QUANTITY,2026-08-12T13:41:37.533887
orders,22642,INVALID_QUANTITY,2026-08-12T13:41:37.533945
orders,24693,INVALID_QUANTITY,2026-08-12T13:41:37.533987
orders,25818,INVALID_QUANTITY,2026-08-12T13:41:37.534022
orders,11958,INVALID_QUANTITY,2026-08-12T13:41:37.534053
orders,11312,INVALID_QUANTITY,2026-08-12T13:41:37.534084
orders,24164,INVALID_QUANTITY,2026-08-12T13:41:37.534115
orders,25041,INVALID_QUANTITY,2026-08-12T13:41:37.534144
orders,9208,INVALID_QUANTITY,2026-08-12T13:41:37.534174
orders,9925,INVALID_QUANTITY,2026-08-12T13:41:37.534203
orders,15434,INVALID_QUANTITY,2026-08-12T13:41:37.534233
orders,13417,INVALID_QUANTITY,2026-08-12T13:41:37.534263
orders,1039,INVALID_QUANTITY,2026-08-12T13:41:37.534294
orders,20630,INVALID_QUANTITY,2026-08-12T13:41:37.534323
orders,24713,INVALID_STATUS,2026-08-12T13:41:37.560642
orders,27514,INVALID_STATUS,2026-08-12T13:41:37.560711
orders,19752,INVALID_STATUS,2026-08-12T13:41:37.560755
orders,13006,INVALID_STATUS,2026-08-12T13:41:37.560793
orders,27849,INVALID_STATUS,2026-08-12T13:41:37.560829
orders,11460,INVALID_STATUS,2026-08-12T13:41:37.560863
orders,6960,INVALID_STATUS,2026-08-12T13:41:37.560896
orders,1580,INVALID_STATUS,2026-08-12T13:41:37.560929
orders,22031,INVALID_STATUS,2026-08-12T13:41:37.560959
orders,8602,INVALID_STATUS,2026-08-12T13:41:37.560990
orders,28006,INVALID_STATUS,2026-08-12T13:41:37.561019
orders,13865,INVALID_STATUS,2026-08-12T13:41:37.561050
orders,3368,INVALID_STATUS,2026-08-12T13:41:37.561082
orders,9856,INVALID_STATUS,2026-08-12T13:41:37.561111
orders,17600,INVALID_STATUS,2026-08-12T13:41:37.561142
orders,7528,INVALID_STATUS,2026-08-12T13:41:37.561172
orders,5007,INVALID_STATUS,2026-08-12T13:41:37.561201
orders,9590,INVALID_STATUS,2026-08-12T13:41:37.561232
orders,24035,INVALID_STATUS,2026-08-12T13:41:37.561268
orders,17818,INVALID_STATUS,2026-08-12T13:41:37.561298
orders,12262,INVALID_STATUS,2026-08-12T13:41:37.561327
orders,7647,INVALID_STATUS,2026-08-12T13:41:37.561357
orders,28179,INVALID_STATUS,2026-08-12T13:41:37.561429
orders,2021,INVALID_STATUS,2026-08-12T13:41:37.561646
orders,2492,INVALID_STATUS,2026-08-12T13:41:37.561833
orders,24434,INVALID_STATUS,2026-08-12T13:41:37.561998
orders,24157,INVALID_STATUS,2026-08-12T13:41:37.562062
orders,5222,INVALID_STATUS,2026-08-12T13:41:37.562108
orders,18690,INVALID_STATUS,2026-08-12T13:41:37.562193
orders,10374,INVALID_STATUS,2026-08-12T13:41:37.562240
orders,23599,INVALID_STATUS,2026-08-12T13:41:37.562279
orders,21266,INVALID_STATUS,2026-08-12T13:41:37.562314
orders,17130,INVALID_STATUS,2026-08-12T13:41:37.562349
orders,20122,INVALID_STATUS,2026-08-12T13:41:37.562383
orders,7813,INVALID_STATUS,2026-08-12T13:41:37.562419
orders,21430,INVALID_STATUS,2026-08-12T13:41:37.562454
orders,21672,INVALID_STATUS,2026-08-12T13:41:37.562490
orders,22962,INVALID_STATUS,2026-08-12T13:41:37.562524
orders,19796,INVALID_STATUS,2026-08-12T13:41:37.562566
orders,321,INVALID_STATUS,2026-08-12T13:41:37.562606
orders,27074,INVALID_STATUS,2026-08-12T13:41:37.562643
orders,9481,INVALID_STATUS,2026-08-12T13:41:37.562678
orders,6730,INVALID_STATUS,2026-08-12T13:41:37.562718
orders,15057,INVALID_STATUS,2026-08-12T13:41:37.562772
orders,25515,INVALID_STATUS,2026-08-12T13:41:37.562941
orders,17436,INVALID_STATUS,2026-08-12T13:41:37.563313
orders,21786,INVALID_STATUS,2026-08-12T13:41:37.563391
orders,22828,INVALID_STATUS,2026-08-12T13:41:37.563436
orders,8256,INVALID_STATUS,2026-08-12T13:41:37.563475
orders,9990,INVALID_STATUS,2026-08-12T13:41:37.563511
orders,25502,INVALID_STATUS,2026-08-12T13:41:37.563545
orders,24729,INVALID_STATUS,2026-08-12T13:41:37.563579
orders,8903,INVALID_STATUS,2026-08-12T13:41:37.563612
orders,6000,INVALID_STATUS,2026-08-12T13:41:37.563644
orders,11133,INVALID_STATUS,2026-08-12T13:41:37.563691
orders,5033,INVALID_STATUS,2026-08-12T13:41:37.563722
orders,10703,INVALID_STATUS,2026-08-12T13:41:37.563787
orders,13337,INVALID_STATUS,2026-08-12T13:41:37.563828
orders,27338,INVALID_STATUS,2026-08-12T13:41:37.563862
orders,20860,INVALID_STATUS,2026-08-12T13:41:37.563894
orders,26425,INVALID_STATUS,2026-08-12T13:41:37.563926
orders,1602,INVALID_STATUS,2026-08-12T13:41:37.564013
orders,13678,INVALID_STATUS,2026-08-12T13:41:37.564052
orders,13973,INVALID_STATUS,2026-08-12T13:41:37.564085
orders,10821,INVALID_STATUS,2026-08-12T13:41:37.564116
orders,5320,INVALID_STATUS,2026-08-12T13:41:37.564147
orders,19317,INVALID_STATUS,2026-08-12T13:41:37.564178
orders,25891,INVALID_STATUS,2026-08-12T13:41:37.564207
orders,6776,INVALID_STATUS,2026-08-12T13:41:37.564241
orders,465,INVALID_STATUS,2026-08-12T13:41:37.564273
orders,18880,INVALID_STATUS,2026-08-12T13:41:37.564302
orders,20865,INVALID_STATUS,2026-08-12T13:41:37.564332
orders,19442,INVALID_STATUS,2026-08-12T13:41:37.564361
orders,9238,INVALID_STATUS,2026-08-12T13:41:37.564390
orders,3759,INVALID_STATUS,2026-08-12T13:41:37.564420
orders,11548,INVALID_STATUS,2026-08-12T13:41:37.564451
orders,9346,INVALID_STATUS,2026-08-12T13:41:37.564487
orders,18918,INVALID_STATUS,2026-08-12T13:41:37.564520
orders,3219,INVALID_STATUS,2026-08-12T13:41:37.564549
orders,3479,INVALID_STATUS,2026-08-12T13:41:37.564580
orders,16767,INVALID_STATUS,2026-08-12T13:41:37.564611
orders,15050,INVALID_STATUS,2026-08-12T13:41:37.564641
orders,13565,INVALID_STATUS,2026-08-12T13:41:37.564675
orders,5045,INVALID_STATUS,2026-08-12T13:41:37.564706
orders,9201,INVALID_STATUS,2026-08-12T13:41:37.564769
orders,24418,INVALID_STATUS,2026-08-12T13:41:37.564810
orders,20208,INVALID_STATUS,2026-08-12T13:41:37.564848
orders,10184,INVALID_STATUS,2026-08-12T13:41:37.564888
orders,15022,INVALID_STATUS,2026-08-12T13:41:37.564925
orders,21071,INVALID_STATUS,2026-08-12T13:41:37.565007
orders,8368,INVALID_STATUS,2026-08-12T13:41:37.565054
orders,14395,INVALID_STATUS,2026-08-12T13:41:37.565090
orders,24443,INVALID_STATUS,2026-08-12T13:41:37.565126
orders,13355,INVALID_STATUS,2026-08-12T13:41:37.565162
orders,4103,INVALID_STATUS,2026-08-12T13:41:37.565195
orders,19436,INVALID_STATUS,2026-08-12T13:41:37.565227
orders,26567,INVALID_STATUS,2026-08-12T13:41:37.565258
orders,4997,INVALID_STATUS,2026-08-12T13:41:37.565290
orders,5862,INVALID_STATUS,2026-08-12T13:41:37.565322
orders,11321,INVALID_STATUS,2026-08-12T13:41:37.565662
orders,2643,INVALID_STATUS,2026-08-12T13:41:37.565717
orders,16867,INVALID_STATUS,2026-08-12T13:41:37.565755
orders,12880,INVALID_STATUS,2026-08-12T13:41:37.565790
orders,1241,INVALID_STATUS,2026-08-12T13:41:37.565823
orders,10085,INVALID_STATUS,2026-08-12T13:41:37.565856
orders,25660,INVALID_STATUS,2026-08-12T13:41:37.565887
orders,14340,INVALID_STATUS,2026-08-12T13:41:37.565919
orders,23034,INVALID_STATUS,2026-08-12T13:41:37.565989
orders,7391,INVALID_STATUS,2026-08-12T13:41:37.566040
orders,2047,INVALID_STATUS,2026-08-12T13:41:37.566072
orders,24177,INVALID_STATUS,2026-08-12T13:41:37.566102
orders,5855,INVALID_STATUS,2026-08-12T13:41:37.566132
orders,4775,INVALID_STATUS,2026-08-12T13:41:37.566162
orders,27429,INVALID_STATUS,2026-08-12T13:41:37.566194
orders,23428,INVALID_STATUS,2026-08-12T13:41:37.566224
orders,19490,INVALID_STATUS,2026-08-12T13:41:37.566254
orders,9482,INVALID_STATUS,2026-08-12T13:41:37.566284
orders,14889,INVALID_STATUS,2026-08-12T13:41:37.566313
orders,3849,INVALID_STATUS,2026-08-12T13:41:37.566342
orders,18357,INVALID_STATUS,2026-08-12T13:41:37.566370
orders,8889,INVALID_STATUS,2026-08-12T13:41:37.566399
orders,20354,INVALID_STATUS,2026-08-12T13:41:37.566428
orders,17056,INVALID_STATUS,2026-08-12T13:41:37.566455
orders,8123,INVALID_STATUS,2026-08-12T13:41:37.566484
orders,26493,INVALID_STATUS,2026-08-12T13:41:37.566512
orders,600,INVALID_STATUS,2026-08-12T13:41:37.566542
orders,14112,INVALID_STATUS,2026-08-12T13:41:37.566571
orders,17768,INVALID_STATUS,2026-08-12T13:41:37.566600
orders,26509,INVALID_STATUS,2026-08-12T13:41:37.566629
orders,21152,INVALID_STATUS,2026-08-12T13:41:37.566657
orders,25053,INVALID_STATUS,2026-08-12T13:41:37.566688
orders,7041,INVALID_STATUS,2026-08-12T13:41:37.566717
orders,11181,INVALID_STATUS,2026-08-12T13:41:37.566764
orders,19994,INVALID_STATUS,2026-08-12T13:41:37.566801
orders,17119,INVALID_STATUS,2026-08-12T13:41:37.566833
orders,10450,INVALID_STATUS,2026-08-12T13:41:37.566862
orders,17040,INVALID_STATUS,2026-08-12T13:41:37.566891
orders,21539,INVALID_STATUS,2026-08-12T13:41:37.566921
orders,2300,INVALID_STATUS,2026-08-12T13:41:37.566978
orders,5984,INVALID_STATUS,2026-08-12T13:41:37.567017
orders,5894,INVALID_STATUS,2026-08-12T13:41:37.567051
orders,927,INVALID_STATUS,2026-08-12T13:41:37.567082
orders,24503,INVALID_STATUS,2026-08-12T13:41:37.567113
orders,4281,INVALID_STATUS,2026-08-12T13:41:37.567142
orders,10917,INVALID_STATUS,2026-08-12T13:41:37.567173
orders,26397,INVALID_STATUS,2026-08-12T13:41:37.567203
orders,9982,INVALID_STATUS,2026-08-12T13:41:37.567235
orders,20451,INVALID_STATUS,2026-08-12T13:41:37.567265
orders,24478,INVALID_STATUS,2026-08-12T13:41:37.567294
orders,2613,INVALID_STATUS,2026-08-12T13:41:37.567321
orders,15710,INVALID_STATUS,2026-08-12T13:41:37.567350
orders,15442,INVALID_STATUS,2026-08-12T13:41:37.567378
orders,27027,INVALID_STATUS,2026-08-12T13:41:37.567406
orders,16615,INVALID_STATUS,2026-08-12T13:41:37.567435
orders,2543,INVALID_STATUS,2026-08-12T13:41:37.567463
orders,1646,INVALID_STATUS,2026-08-12T13:41:37.567492
orders,21571,INVALID_STATUS,2026-08-12T13:41:37.567521
orders,7340,INVALID_STATUS,2026-08-12T13:41:37.567549
orders,3336,INVALID_STATUS,2026-08-12T13:41:37.567578
orders,20995,INVALID_STATUS,2026-08-12T13:41:37.567608
orders,10631,INVALID_STATUS,2026-08-12T13:41:37.567638
orders,22439,INVALID_STATUS,2026-08-12T13:41:37.567666
orders,2427,INVALID_STATUS,2026-08-12T13:41:37.567695
orders,4203,INVALID_STATUS,2026-08-12T13:41:37.567724
orders,14227,INVALID_STATUS,2026-08-12T13:41:37.567753
orders,4716,INVALID_STATUS,2026-08-12T13:41:37.567782
orders,27450,INVALID_STATUS,2026-08-12T13:41:37.567811
orders,8253,INVALID_STATUS,2026-08-12T13:41:37.567841
orders,122,INVALID_STATUS,2026-08-12T13:41:37.567872
orders,25130,INVALID_STATUS,2026-08-12T13:41:37.567901
orders,2769,INVALID_STATUS,2026-08-12T13:41:37.567929
orders,21347,INVALID_STATUS,2026-08-12T13:41:37.567992
orders,21217,INVALID_STATUS,2026-08-12T13:41:37.568030
orders,7421,INVALID_STATUS,2026-08-12T13:41:37.568062
orders,8295,INVALID_STATUS,2026-08-12T13:41:37.568095
orders,22630,INVALID_STATUS,2026-08-12T13:41:37.568125
orders,1200,INVALID_STATUS,2026-08-12T13:41:37.568155
orders,1705,INVALID_STATUS,2026-08-12T13:41:37.568184
orders,24370,INVALID_STATUS,2026-08-12T13:41:37.568213
orders,28207,INVALID_STATUS,2026-08-12T13:41:37.568241
orders,27248,INVALID_STATUS,2026-08-12T13:41:37.568270
orders,2397,INVALID_STATUS,2026-08-12T13:41:37.568299
orders,18473,INVALID_STATUS,2026-08-12T13:41:37.568326
orders,13552,INVALID_STATUS,2026-08-12T13:41:37.568356
orders,13556,INVALID_STATUS,2026-08-12T13:41:37.568384
orders,19967,INVALID_STATUS,2026-08-12T13:41:37.568413
orders,14777,INVALID_STATUS,2026-08-12T13:41:37.568441
orders,25352,INVALID_STATUS,2026-08-12T13:41:37.568468
orders,19576,INVALID_STATUS,2026-08-12T13:41:37.568497
orders,3569,INVALID_STATUS,2026-08-12T13:41:37.568525
orders,10813,INVALID_STATUS,2026-08-12T13:41:37.568554
orders,4121,INVALID_STATUS,2026-08-12T13:41:37.568582
orders,15363,INVALID_STATUS,2026-08-12T13:41:37.568610
orders,21664,INVALID_STATUS,2026-08-12T13:41:37.568639
orders,18020,INVALID_STATUS,2026-08-12T13:41:37.568667
orders,1285,INVALID_STATUS,2026-08-12T13:41:37.568695
orders,10200,INVALID_STATUS,2026-08-12T13:41:37.568724
orders,17722,INVALID_STATUS,2026-08-12T13:41:37.568770
orders,6874,INVALID_STATUS,2026-08-12T13:41:37.568805
orders,15689,INVALID_STATUS,2026-08-12T13:41:37.568837
orders,6069,INVALID_STATUS,2026-08-12T13:41:37.568867
orders,17336,INVALID_STATUS,2026-08-12T13:41:37.568897
orders,21162,INVALID_STATUS,2026-08-12T13:41:37.568926
orders,8690,INVALID_STATUS,2026-08-12T13:41:37.568987
orders,793,INVALID_STATUS,2026-08-12T13:41:37.569020
orders,8795,INVALID_STATUS,2026-08-12T13:41:37.569052
orders,7394,INVALID_STATUS,2026-08-12T13:41:37.569082
orders,17078,INVALID_STATUS,2026-08-12T13:41:37.569111
orders,9036,INVALID_STATUS,2026-08-12T13:41:37.569140
orders,12226,INVALID_STATUS,2026-08-12T13:41:37.569171
orders,21917,INVALID_STATUS,2026-08-12T13:41:37.569205
orders,18272,INVALID_STATUS,2026-08-12T13:41:37.569236
orders,3568,INVALID_STATUS,2026-08-12T13:41:37.569269
orders,119,INVALID_STATUS,2026-08-12T13:41:37.569302
orders,3628,INVALID_STATUS,2026-08-12T13:41:37.569333
orders,4929,INVALID_STATUS,2026-08-12T13:41:37.569362
orders,22527,INVALID_STATUS,2026-08-12T13:41:37.569393
orders,12170,INVALID_STATUS,2026-08-12T13:41:37.569422
orders,4016,INVALID_STATUS,2026-08-12T13:41:37.569452
orders,6963,INVALID_STATUS,2026-08-12T13:41:37.569482
orders,23232,INVALID_STATUS,2026-08-12T13:41:37.569511
orders,4582,INVALID_STATUS,2026-08-12T13:41:37.569540
orders,20350,INVALID_STATUS,2026-08-12T13:41:37.569570
orders,12281,INVALID_STATUS,2026-08-12T13:41:37.569599
orders,16049,INVALID_STATUS,2026-08-12T13:41:37.569627
orders,1513,INVALID_STATUS,2026-08-12T13:41:37.569656
orders,13202,INVALID_STATUS,2026-08-12T13:41:37.569684
orders,21066,INVALID_STATUS,2026-08-12T13:41:37.569713
orders,23724,INVALID_STATUS,2026-08-12T13:41:37.569741
orders,17122,INVALID_STATUS,2026-08-12T13:41:37.569770
orders,4059,INVALID_STATUS,2026-08-12T13:41:37.569799
orders,23666,INVALID_STATUS,2026-08-12T13:41:37.569827
orders,8544,INVALID_STATUS,2026-08-12T13:41:37.569857
orders,14279,INVALID_STATUS,2026-08-12T13:41:37.569886
orders,17337,INVALID_STATUS,2026-08-12T13:41:37.569914
orders,7879,INVALID_STATUS,2026-08-12T13:41:37.569967
orders,4542,INVALID_STATUS,2026-08-12T13:41:37.570006
orders,11118,INVALID_STATUS,2026-08-12T13:41:37.570038
orders,3663,INVALID_STATUS,2026-08-12T13:41:37.570069
orders,8575,INVALID_STATUS,2026-08-12T13:41:37.570098
orders,13988,INVALID_STATUS,2026-08-12T13:41:37.570128
orders,7119,INVALID_STATUS,2026-08-12T13:41:37.570157
orders,18085,INVALID_STATUS,2026-08-12T13:41:37.570187
orders,27092,INVALID_STATUS,2026-08-12T13:41:37.570216
orders,27759,INVALID_STATUS,2026-08-12T13:41:37.570244
orders,4129,INVALID_STATUS,2026-08-12T13:41:37.570272
orders,2578,INVALID_STATUS,2026-08-12T13:41:37.570302
