item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000163,ORD000661,PROD00011,5,11424.73,2.2
ITEM000164,ORD000822,PROD00119,9,38715.85,41.17
ITEM000165,ORD000352,PROD00336,-2,35642.1,69.69
ITEM000166,ORD000863,PROD00281,8,27534.62,56.73
ITEM000167,ORD000920,PROD00405,5,10387.05,26.0
ITEM000168,ORD000496,PROD00191,5,46208.01,4.73
ITEM000169,ORD000362,PROD00146,8,57377.21,61.86
ITEM000170,ORD000165,PROD00365,9,17186.27,97.32
ITEM000171,ORD000860,PROD00363,3,9759.16,11.69
ITEM000172,ORD000325,PROD00295,3,26509.23,36.97
ITEM000173,ORD000211,PROD00288,1,39966.64,97.8
ITEM000174,ORD000152,PROD00191,8,32438.01,16.26
ITEM000175,ORD000309,PROD00063,1,24333.28,49.94
ITEM000176,ORD000149,PROD00486,8,55675.9,15.61
ITEM000177,ORD000994,PROD00379,9,58538.5,33.13
ITEM000178,ORD000723,PROD00152,8,53769.05,96.96
ITEM000179,ORD000773,PROD00294,3,47994.61,72.85
ITEM000180,ORD000945,PROD00227,6,41379.9,73.16
ITEM000181,ORD000922,PROD00021,3,40712.7,11.69
ITEM000182,ORD000026,PROD00206,10,50468.53,44.6
ITEM000183,ORD000095,PROD00168,1,36528.26,19.51
ITEM000184,ORD000540,PROD00114,5,11823.37,8.36
ITEM000185,ORD000870,PROD00229,2,58552.79,39.44
ITEM000186,ORD000503,PROD00163,10,36344.16,94.34
ITEM000187,ORD000931,PROD00342,6,23913.72,71.6
ITEM000188,ORD000438,PROD00190,7,22432.59,28.47
ITEM000189,ORD000360,PROD00158,8,52470.67,8.76
ITEM000190,ORD000746,PROD00455,8,44517.51,41.56
ITEM000191,ORD000454,PROD00148,3,48359.8,97.04
ITEM000192,ORD000435,PROD00374,7,8460.1,58.72
ITEM000193,ORD000089,PROD00074,4,18263.55,98.84
ITEM000194,ORD000538,PROD00172,2,55995.86,59.07
ITEM000195,ORD000385,PROD00046,1,24626.69,91.44
ITEM000196,ORD000425,PROD00090,9,27780.99,56.79
ITEM000197,ORD000937,PROD00071,4,11241.78,38.18
ITEM000198,ORD000568,PROD00252,-2,50091.65,30.39
ITEM000199,ORD000573,PROD00379,8,13548.76,79.12
ITEM000200,ORD000158,PROD00135,5,57365.99,83.42
ITEM000201,ORD000484,PROD00064,5,25087.69,49.19
ITEM000202,ORD000705,PROD00331,4,1803.71,76.47
ITEM000203,ORD000505,PROD00497,2,35973.59,36.18
ITEM000204,ORD000493,PROD00290,7,52113.92,62.8
ITEM000205,ORD000488,PROD00499,2,22454.81,73.3
ITEM000206,ORD000018,PROD00433,5,9854.55,5.85
ITEM000207,ORD000328,PROD00237,3,21507.39,5.29
ITEM000208,ORD000370,PROD00215,6,3018.02,29.17
ITEM000209,ORD000655,PROD00480,2,30880.6,76.64
ITEM000210,ORD000188,PROD00392,2,35965.87,16.71
ITEM000211,ORD000331,PROD00447,6,49626.64,68.5
ITEM000212,ORD000309,PROD00139,6,5840.42,58.0
ITEM000213,ORD000844,PROD00074,1,8303.27,28.14
ITEM000214,ORD000798,PROD00249,7,20484.75,91.08
ITEM000215,ORD000105,PROD00112,3,30252.64,83.16
ITEM000216,ORD000815,PROD00460,9,36844.36,83.14
ITEM000217,ORD000539,PROD00434,9,42781.57,70.23
ITEM000218,ORD000822,PROD00059,7,27683.43,7.64
ITEM000219,ORD000839,PROD00068,1,28823.14,31.16
ITEM000220,ORD000372,PROD00072,8,53394.61,59.76
ITEM000221,ORD000782,PROD00497,6,10415.21,30.47
ITEM000222,ORD000763,PROD00418,2,13419.24,85.68
ITEM000223,ORD000146,PROD00353,4,18514.96,20.98
ITEM000224,ORD000081,PROD00218,2,4756.34,77.47
ITEM000225,ORD000776,PROD00221,1,11861.42,3.28
ITEM000226,ORD000676,PROD00263,10,3649.99,11.89
ITEM000227,ORD000260,PROD00023,2,18168.58,1.03
ITEM000228,ORD000099,PROD00401,2,55213.87,20.54
ITEM000229,ORD000923,PROD00103,3,40268.98,2.93
ITEM000230,ORD000150,PROD00434,5,56932.62,34.78
ITEM000231,ORD000165,PROD00438,-3,36816.09,50.49
ITEM000232,ORD000070,PROD00051,10,45818.32,52.88
ITEM000233,ORD000733,PROD00099,5,10389.23,75.4
ITEM000234,ORD000005,PROD00499,2,55461.5,92.05
ITEM000235,ORD000872,PROD00363,8,22051.14,58.94
ITEM000236,ORD000451,PROD00345,2,10932.83,35.48
ITEM000237,ORD000389,PROD00218,4,30903.64,40.76
ITEM000238,ORD000780,PROD00161,2,28007.51,51.97
ITEM000239,ORD000508,PROD00391,6,42313.38,55.71
ITEM000240,ORD000042,PROD00043,6,29673.4,38.48
ITEM000241,ORD000468,PROD00308,5,41254.09,84.11
ITEM000242,ORD000232,PROD00284,7,17506.3,85.54
ITEM000243,ORD000194,PROD00439,2,53695.8,80.24
ITEM000244,ORD000962,PROD00348,6,10839.91,99.87
ITEM000245,ORD000504,PROD00345,2,23842.55,52.27
ITEM000246,ORD000693,PROD00044,2,8687.72,40.06
ITEM000247,ORD000605,PROD00053,3,3976.15,97.52
ITEM000248,ORD000347,PROD00103,10,50657.37,40.43
ITEM000249,ORD000239,PROD00430,7,43539.51,27.85
ITEM000250,ORD000731,PROD00393,10,35659.63,75.63
ITEM000251,ORD000821,PROD00330,7,21430.23,66.67
ITEM000252,ORD000973,PROD00208,8,30733.73,14.74
ITEM000253,ORD000466,PROD00056,2,15116.32,49.73
ITEM000254,ORD000644,PROD00483,3,1880.44,73.78
ITEM000255,ORD000851,PROD00035,8,40718.64,97.21
ITEM000256,ORD000392,PROD00310,6,9248.93,62.2
ITEM000257,ORD000099,PROD00390,2,39698.73,51.99
ITEM000258,ORD000505,PROD00406,8,12195.71,66.21
ITEM000259,ORD000503,PROD00259,5,32592.04,80.95
ITEM000260,ORD000554,PROD00280,1,57159.57,3.16
ITEM000261,ORD000441,PROD00451,2,23079.43,31.46
ITEM000262,ORD000386,PROD00227,8,2255.27,17.69
ITEM000263,ORD000676,PROD00441,5,53093.54,16.41
ITEM000264,ORD000442,PROD00069,-3,23405.92,76.4
ITEM000265,ORD000583,PROD00346,8,39638.71,68.54
ITEM000266,ORD000586,PROD00241,8,33779.1,15.63
ITEM000267,ORD000058,PROD00201,5,29732.0,97.09
ITEM000268,ORD000632,PROD00347,6,46011.6,28.44
ITEM000269,ORD000063,PROD00015,10,2802.6,83.69
ITEM000270,ORD000358,PROD00415,10,1711.3,89.13
ITEM000271,ORD000350,PROD00195,2,25746.08,99.19
ITEM000272,ORD000422,PROD00180,1,39708.28,24.76
ITEM000273,ORD000664,PROD00160,10,5188.01,68.8
ITEM000274,ORD000890,PROD00157,2,20321.9,1.97
ITEM000275,ORD000334,PROD00020,8,39500.29,42.25
ITEM000276,ORD000528,PROD00462,7,16070.47,69.6
ITEM000277,ORD000603,PROD00012,6,22726.48,39.03
ITEM000278,ORD000587,PROD00051,8,6093.4,67.51
ITEM000279,ORD000345,PROD00255,9,48706.28,66.74
ITEM000280,ORD000171,PROD00315,5,21863.72,43.6
ITEM000281,ORD000509,PROD00326,2,50438.79,53.58
ITEM000282,ORD000295,PROD00136,1,17909.48,57.35
ITEM000283,ORD000824,PROD00116,10,44598.99,9.2
ITEM000284,ORD000865,PROD00297,2,35552.69,27.34
ITEM000285,ORD000581,PROD00411,9,28568.58,20.97
ITEM000286,ORD000815,PROD00040,5,30327.91,29.99
ITEM000287,ORD000680,PROD00277,6,12084.61,40.23
ITEM000288,ORD000640,PROD00264,8,40326.46,54.76
ITEM000289,ORD000903,PROD00010,9,51776.32,57.68
ITEM000290,ORD000219,PROD00339,8,16149.36,63.79
ITEM000291,ORD000829,PROD00315,7,56084.69,72.66
ITEM000292,ORD000062,PROD00268,4,21920.05,14.77
ITEM000293,ORD000155,PROD00383,5,50662.91,41.03
ITEM000294,ORD000881,PROD00426,2,38072.26,84.6
ITEM000295,ORD000274,PROD00422,5,38797.95,25.64
ITEM000296,ORD000616,PROD00121,7,14385.16,15.0
ITEM000297,ORD000029,PROD00126,-2,29174.4,99.13
ITEM000298,ORD000433,PROD00332,1,12199.23,27.27
ITEM000299,ORD000030,PROD00133,5,39554.38,17.6
ITEM000300,ORD000873,PROD00022,8,46955.8,5.53
ITEM000301,ORD000919,PROD00043,6,36135.82,86.72
ITEM000302,ORD000923,PROD00490,7,53816.72,67.17
ITEM000303,ORD000907,PROD00047,7,56595.41,72.42
ITEM000304,ORD000144,PROD00121,2,34301.31,50.02
ITEM000305,ORD000124,PROD00268,10,56985.5,93.16
ITEM000306,ORD000258,PROD00255,2,14360.8,12.23
ITEM000307,ORD000827,PROD00161,6,49956.82,73.72
ITEM000308,ORD000826,PROD00384,4,56136.46,21.8
ITEM000309,ORD000110,PROD00090,4,58198.42,43.95
ITEM000310,ORD000261,PROD00442,10,3449.93,53.35
ITEM000311,ORD000717,PROD00486,2,19057.75,42.38
ITEM000312,ORD000700,PROD00127,5,52778.07,93.7
ITEM000313,ORD000372,PROD00244,6,49299.79,2.11
ITEM000314,ORD000991,PROD00464,10,2185.08,73.94
ITEM000315,ORD000819,PROD00482,1,41471.88,78.88
ITEM000316,ORD000246,PROD00130,9,23142.94,63.89
ITEM000317,ORD000718,PROD00186,2,32141.15,23.64
ITEM000318,ORD000454,PROD00199,1,54596.37,39.3
ITEM000319,ORD000940,PROD00131,5,5505.99,82.27
ITEM000320,ORD000242,PROD00153,4,51579.06,16.02
ITEM000321,ORD000450,PROD00324,6,52780.09,76.67
ITEM000322,ORD000417,PROD00405,1,16514.79,8.01
ITEM000323,ORD000799,PROD00482,8,28318.37,41.3
ITEM000324,ORD000862,PROD00171,7,52618.0,82.02
ITEM000325,ORD000845,PROD00083,5,30429.44,35.19
ITEM000326,ORD000617,PROD00374,9,44293.35,45.33
ITEM000327,ORD000029,PROD00391,1,38518.23,18.37
ITEM000328,ORD000455,PROD00406,3,284.24,20.01
ITEM000329,ORD000313,PROD00161,10,5025.7,15.78
ITEM000330,ORD000529,PROD00366,-3,41176.63,79.26
ITEM000331,ORD000328,PROD00232,8,52423.0,13.35
ITEM000332,ORD000178,PROD00352,10,49623.44,79.95
ITEM000333,ORD000204,PROD00044,7,22119.21,39.35
ITEM000334,ORD000387,PROD00484,10,13546.78,94.81
ITEM000335,ORD000946,PROD00286,10,37634.98,90.68
ITEM000336,ORD000998,PROD00237,4,15780.81,85.18
ITEM000337,ORD000051,PROD00206,10,25791.31,26.02
ITEM000338,ORD000092,PROD00491,6,10290.36,56.72
ITEM000339,ORD000015,PROD00368,9,26166.01,92.0
ITEM000340,ORD000465,PROD00424,8,7198.89,71.36
ITEM000341,ORD000196,PROD00485,5,17348.92,49.42
ITEM000342,ORD000134,PROD00221,4,36044.96,99.52
ITEM000343,ORD000290,PROD00373,4,25158.03,40.85
ITEM000344,ORD000150,PROD00015,5,58570.08,23.55
ITEM000345,ORD000462,PROD00465,4,22241.3,68.43
ITEM000346,ORD000470,PROD00044,1,28186.01,87.14
ITEM000347,ORD000998,PROD00355,7,41242.46,71.33
ITEM000348,ORD000726,PROD00217,10,15447.91,9.53
ITEM000349,ORD000061,PROD00027,6,55870.77,47.09
ITEM000350,ORD000363,PROD00311,10,42603.0,80.99
ITEM000351,ORD000006,PROD00130,9,37217.51,30.25
ITEM000352,ORD000405,PROD00344,6,8021.07,89.22
ITEM000353,ORD000043,PROD00298,3,15691.47,50.37
ITEM000354,ORD000953,PROD00174,8,8001.98,31.73
ITEM000355,ORD000544,PROD00222,3,15698.32,31.33
ITEM000356,ORD000131,PROD00256,5,44894.62,92.62
ITEM000357,ORD000290,PROD00463,5,36814.6,76.16
ITEM000358,ORD000271,PROD00265,6,26202.94,16.5
ITEM000359,ORD000755,PROD00252,3,33384.92,92.29
ITEM000360,ORD000652,PROD00409,8,3288.01,14.86
ITEM000361,ORD000236,PROD00094,1,28267.83,16.36
ITEM000362,ORD000479,PROD00224,2,59712.58,92.72
ITEM000363,ORD000042,PROD00227,-3,33695.19,45.78
ITEM000364,ORD000116,PROD00434,3,7506.89,9.36
ITEM000365,ORD000890,PROD00146,3,50113.72,74.99
ITEM000366,ORD000843,PROD00140,10,53464.58,58.57
ITEM000367,ORD000598,PROD00498,1,31608.32,57.08
ITEM000368,ORD000427,PROD00472,2,14844.83,49.81
ITEM000369,ORD000097,PROD00455,6,1655.13,68.13
ITEM000370,ORD000697,PROD00063,7,22476.14,92.91
ITEM000371,ORD000109,PROD00429,6,9311.15,8.11
ITEM000372,ORD000851,PROD00363,8,27297.93,95.52
ITEM000373,ORD000609,PROD00337,1,19832.67,4.38
ITEM000374,ORD000638,PROD00487,8,19562.44,73.15
ITEM000375,ORD000752,PROD00465,10,7846.28,86.33
ITEM000376,ORD000821,PROD00330,5,19457.93,5.55
ITEM000377,ORD000073,PROD00281,10,22945.32,39.89
ITEM000378,ORD000183,PROD00123,7,5442.38,85.23
ITEM000379,ORD000167,PROD00199,7,17167.66,75.26
ITEM000380,ORD000670,PROD00079,2,17982.94,80.11
ITEM000381,ORD000754,PROD00413,5,54233.68,60.35
ITEM000382,ORD000368,PROD00341,2,49939.97,51.27
ITEM000383,ORD000502,PROD00229,7,28638.74,56.31
ITEM000384,ORD000434,PROD00047,7,48678.56,61.39
ITEM000385,ORD000445,PROD00323,7,5667.55,51.33
ITEM000386,ORD000997,PROD00238,4,38891.88,71.36
ITEM000387,ORD000954,PROD00254,9,37810.62,52.47
ITEM000388,ORD000298,PROD00240,7,4843.07,80.15
ITEM000389,ORD000308,PROD00077,3,41090.4,30.04
ITEM000390,ORD000255,PROD00268,7,17799.35,4.77
ITEM000391,ORD000079,PROD00470,1,30853.53,51.07
ITEM000392,ORD000423,PROD00049,8,39685.23,56.85
ITEM000393,ORD000260,PROD00182,5,35175.52,76.86
ITEM000394,ORD000017,PROD00059,8,10855.18,18.22
ITEM000395,ORD000403,PROD00024,2,25033.47,70.44
ITEM000396,ORD000322,PROD00301,-3,27051.88,80.78
ITEM000397,ORD000350,PROD00495,3,12743.0,7.82
ITEM000398,ORD000619,PROD00133,2,26084.56,1.79
ITEM000399,ORD000405,PROD00060,1,10386.95,47.71
ITEM000400,ORD000709,PROD00208,10,43582.09,30.28
ITEM000401,ORD000833,PROD00499,10,21707.65,67.38
ITEM000402,ORD000707,PROD00346,7,48297.98,8.76
ITEM000403,ORD000139,PROD00008,4,6803.56,1.59
ITEM000404,ORD000994,PROD00097,1,12632.85,64.86
ITEM000405,ORD000666,PROD00124,7,50541.17,85.82
ITEM000406,ORD000552,PROD00098,2,18124.98,46.34
ITEM000407,ORD000486,PROD00217,1,7075.88,90.24
ITEM000408,ORD000757,PROD00360,8,57835.63,47.15
ITEM000409,ORD000881,PROD00231,10,14633.52,29.48
ITEM000410,ORD000850,PROD00427,7,3150.24,0.79
ITEM000411,ORD000646,PROD00434,7,58771.27,84.86
ITEM000412,ORD000755,PROD00297,10,43891.6,99.9
ITEM000413,ORD000038,PROD00250,7,29217.45,59.1
ITEM000414,ORD000627,PROD00479,8,13991.16,6.07
ITEM000415,ORD000020,PROD00217,10,19019.42,6.35
ITEM000416,ORD000915,PROD00332,7,53359.52,11.69
ITEM000417,ORD000638,PROD00481,6,26954.69,43.62
ITEM000418,ORD000166,PROD00148,4,28207.5,43.81
ITEM000419,ORD000520,PROD00113,10,54553.3,33.92
ITEM000420,ORD000617,PROD00437,8,7956.4,29.34
ITEM000421,ORD000729,PROD00200,7,50001.54,67.31
ITEM000422,ORD000753,PROD00185,8,48005.33,84.45
ITEM000423,ORD000637,PROD00107,5,41472.78,8.62
ITEM000424,ORD000495,PROD00067,3,12049.1,60.57
ITEM000425,ORD000104,PROD00407,7,56588.98,49.37
ITEM000426,ORD000241,PROD00108,9,2918.26,1.81
ITEM000427,ORD000903,PROD00134,6,40647.98,17.47
ITEM000428,ORD000881,PROD00458,9,2015.0,6.37
ITEM000429,ORD000441,PROD00059,-1,7329.21,22.41
ITEM000430,ORD000265,PROD00175,6,46185.5,77.01
ITEM000431,ORD000571,PROD00137,3,51219.15,87.37
ITEM000432,ORD000619,PROD00343,2,42413.65,92.66
ITEM000433,ORD000449,PROD00410,8,57762.56,75.58
ITEM000434,ORD000999,PROD00055,10,36618.39,85.84
ITEM000435,ORD000105,PROD00422,9,2613.97,10.54
ITEM000436,ORD000646,PROD00061,4,54668.05,15.7
ITEM000437,ORD000300,PROD00363,8,45741.68,49.84
ITEM000438,ORD000892,PROD00051,3,38860.87,33.46
ITEM000439,ORD000142,PROD00063,4,26402.6,41.57
ITEM000440,ORD000788,PROD00004,4,50105.32,47.37
ITEM000441,ORD000294,PROD00259,3,5205.51,37.24
ITEM000442,ORD000773,PROD00213,6,37803.48,24.55
ITEM000443,ORD000772,PROD00386,9,25361.16,22.82
ITEM000444,ORD000822,PROD00220,7,55089.4,89.81
ITEM000445,ORD000975,PROD00437,9,47696.98,36.18
ITEM000446,ORD000031,PROD00227,3,46232.1,71.76
ITEM000447,ORD000530,PROD00484,2,5178.22,31.48
ITEM000448,ORD000791,PROD00085,7,3781.95,75.92
ITEM000449,ORD000677,PROD00473,3,54160.42,5.78
ITEM000450,ORD000647,PROD00366,9,58362.4,41.93
ITEM000451,ORD000908,PROD00349,9,52425.43,72.16
ITEM000452,ORD000322,PROD00466,6,573.34,27.98
ITEM000453,ORD000541,PROD00313,3,42047.67,44.62
ITEM000454,ORD000211,PROD00455,9,37499.14,61.82
ITEM000455,ORD000453,PROD00358,6,53271.73,78.16
ITEM000456,ORD000415,PROD00398,4,52870.38,8.43
ITEM000457,ORD000551,PROD00172,7,43533.41,74.01
ITEM000458,ORD000130,PROD00267,9,17107.28,9.28
ITEM000459,ORD000566,PROD00160,9,20508.46,63.57
ITEM000460,ORD000024,PROD00015,9,35590.97,24.13
ITEM000461,ORD000793,PROD00156,7,59218.59,11.04
ITEM000462,ORD000062,PROD00431,-2,37656.67,35.45
ITEM000463,ORD000049,PROD00388,2,26979.34,57.24
ITEM000464,ORD000006,PROD00233,6,58978.74,80.54
